,label,prediction,probability
57,0.0,1.0,"[0.408111723926396,0.591888276073604]"
58,0.0,1.0,"[0.408111723926396,0.591888276073604]"
59,0.0,1.0,"[0.2339201978660359,0.7660798021339641]"
60,0.0,0.0,"[0.9552988560144846,0.04470114398551539]"
61,0.0,0.0,"[0.950914819779893,0.049085180220106994]"
62,0.0,1.0,"[0.3905978567564016,0.6094021432435984]"
63,0.0,1.0,"[0.3905978567564016,0.6094021432435984]"
64,0.0,0.0,"[0.8855770994531856,0.11442290054681437]"
65,0.0,1.0,"[0.465136296635704,0.534863703364296]"
66,0.0,1.0,"[0.4558034451850499,0.5441965548149501]"
67,0.0,0.0,"[0.8901700667526585,0.10982993324734147]"
68,0.0,0.0,"[0.7234757433093876,0.2765242566906124]"
69,0.0,0.0,"[0.8670202267168698,0.13297977328313015]"
70,0.0,1.0,"[0.44756368237881083,0.5524363176211892]"
71,0.0,0.0,"[0.9551017739030643,0.04489822609693572]"
72,0.0,1.0,"[0.35010772603017926,0.6498922739698207]"
73,0.0,1.0,"[0.4360433594524249,0.5639566405475751]"
74,0.0,1.0,"[0.4360433594524249,0.5639566405475751]"
75,0.0,0.0,"[0.882162297439058,0.11783770256094195]"
76,0.0,0.0,"[0.882162297439058,0.11783770256094195]"
77,0.0,0.0,"[0.882162297439058,0.11783770256094195]"
78,0.0,0.0,"[0.882162297439058,0.11783770256094195]"
79,0.0,0.0,"[0.7363372066227564,0.26366279337724363]"
80,0.0,0.0,"[0.7400160865750844,0.25998391342491556]"
81,0.0,0.0,"[0.7400160865750844,0.25998391342491556]"
82,0.0,0.0,"[0.9476132358962962,0.0523867641037038]"
83,0.0,0.0,"[0.879793584472644,0.120206415527356]"
84,0.0,0.0,"[0.879793584472644,0.120206415527356]"
85,0.0,0.0,"[0.879793584472644,0.120206415527356]"
86,0.0,0.0,"[0.735646273137192,0.264353726862808]"
87,0.0,1.0,"[0.2292911960954103,0.7707088039045897]"
88,0.0,1.0,"[0.4595207040663556,0.5404792959336444]"
89,0.0,0.0,"[0.8708095675087115,0.12919043249128848]"
90,0.0,0.0,"[0.8855770994531856,0.11442290054681437]"
91,0.0,0.0,"[0.8708095675087115,0.12919043249128848]"
92,0.0,0.0,"[0.8855770994531856,0.11442290054681437]"
93,0.0,0.0,"[0.8855770994531856,0.11442290054681437]"
94,0.0,0.0,"[0.7463657847724905,0.2536342152275095]"
95,0.0,0.0,"[0.7463657847724905,0.2536342152275095]"
96,0.0,0.0,"[0.7463657847724905,0.2536342152275095]"
97,0.0,1.0,"[0.4558034451850499,0.5441965548149501]"
98,0.0,1.0,"[0.3735161423283787,0.6264838576716213]"
99,0.0,0.0,"[0.9547005636830189,0.04529943631698108]"
100,0.0,0.0,"[0.9029711219550737,0.09702887804492633]"
101,0.0,0.0,"[0.9029711219550737,0.09702887804492633]"
102,0.0,1.0,"[0.46779419461053473,0.5322058053894653]"
103,0.0,1.0,"[0.2217764307523165,0.7782235692476835]"
104,0.0,0.0,"[0.9029711219550737,0.09702887804492633]"
105,0.0,0.0,"[0.8855770994531856,0.11442290054681437]"
106,0.0,0.0,"[0.8855770994531856,0.11442290054681437]"
107,0.0,0.0,"[0.8908529110740476,0.10914708892595237]"
108,0.0,1.0,"[0.45227849141004456,0.5477215085899554]"
109,0.0,1.0,"[0.42178469317796385,0.5782153068220361]"
110,0.0,1.0,"[0.4558034451850499,0.5441965548149501]"
111,0.0,1.0,"[0.356914381212511,0.6430856187874889]"
112,0.0,1.0,"[0.356914381212511,0.6430856187874889]"
113,0.0,0.0,"[0.9547005636830189,0.04529943631698108]"
114,0.0,0.0,"[0.9547005636830189,0.04529943631698108]"
115,0.0,0.0,"[0.9029711219550737,0.09702887804492633]"
116,0.0,0.0,"[0.9029711219550737,0.09702887804492633]"
117,0.0,0.0,"[0.9029711219550737,0.09702887804492633]"
118,0.0,0.0,"[0.8901700667526585,0.10982993324734147]"
119,0.0,0.0,"[0.8901700667526585,0.10982993324734147]"
120,0.0,0.0,"[0.8788866142207563,0.12111338577924369]"
121,0.0,0.0,"[0.9510128762596408,0.048987123740359184]"
122,0.0,0.0,"[0.8921725916347246,0.10782740836527538]"
123,0.0,0.0,"[0.9000168143233797,0.09998318567662035]"
124,0.0,0.0,"[0.8670202267168698,0.13297977328313015]"
125,0.0,0.0,"[0.7181844390305644,0.2818155609694356]"
126,0.0,0.0,"[0.7181844390305644,0.2818155609694356]"
127,0.0,1.0,"[0.43097262154146776,0.5690273784585322]"
128,0.0,1.0,"[0.43097262154146776,0.5690273784585322]"
129,0.0,1.0,"[0.4136924072751081,0.586307592724892]"
130,0.0,1.0,"[0.38922300736229043,0.6107769926377096]"
131,0.0,0.0,"[0.9545404481502278,0.04545955184977224]"
132,0.0,0.0,"[0.9545404481502278,0.04545955184977224]"
133,0.0,0.0,"[0.9471031796320876,0.052896820367912434]"
134,0.0,0.0,"[0.9000168143233797,0.09998318567662035]"
135,0.0,0.0,"[0.8979654915691921,0.10203450843080786]"
136,0.0,0.0,"[0.8801691345360333,0.11983086546396671]"
137,0.0,0.0,"[0.8801691345360333,0.11983086546396671]"
138,0.0,0.0,"[0.7400160865750844,0.25998391342491556]"
139,0.0,0.0,"[0.7363372066227564,0.26366279337724363]"
140,0.0,0.0,"[0.8979654915691921,0.10203450843080786]"
141,0.0,0.0,"[0.879793584472644,0.120206415527356]"
142,0.0,0.0,"[0.879793584472644,0.120206415527356]"
143,0.0,1.0,"[0.4595207040663556,0.5404792959336444]"
144,0.0,0.0,"[0.8801691345360333,0.11983086546396671]"
145,0.0,0.0,"[0.8801691345360333,0.11983086546396671]"
146,0.0,0.0,"[0.7363372066227564,0.26366279337724363]"
147,0.0,0.0,"[0.7363372066227564,0.26366279337724363]"
148,0.0,0.0,"[0.7400160865750844,0.25998391342491556]"
149,0.0,1.0,"[0.19518480480240194,0.804815195197598]"
150,0.0,0.0,"[0.9551407558414411,0.04485924415855891]"
151,0.0,0.0,"[0.9552988560144846,0.04470114398551539]"
152,0.0,0.0,"[0.9555383246073186,0.04446167539268142]"
153,0.0,0.0,"[0.9555383246073186,0.04446167539268142]"
154,0.0,0.0,"[0.9555383246073186,0.04446167539268142]"
155,0.0,0.0,"[0.9589896241732943,0.04101037582670575]"
156,0.0,0.0,"[0.9552988560144846,0.04470114398551539]"
157,0.0,0.0,"[0.8982908320481268,0.10170916795187324]"
158,0.0,0.0,"[0.8982908320481268,0.10170916795187324]"
159,0.0,0.0,"[0.9000168143233797,0.09998318567662035]"
160,0.0,0.0,"[0.9000168143233797,0.09998318567662035]"
161,0.0,0.0,"[0.95257056041816,0.04742943958183998]"
162,0.0,0.0,"[0.9029711219550737,0.09702887804492633]"
163,0.0,0.0,"[0.8908529110740476,0.10914708892595237]"
164,0.0,0.0,"[0.9010916341864568,0.09890836581354323]"
165,0.0,0.0,"[0.7299294781710064,0.2700705218289936]"
166,0.0,0.0,"[0.7613492942746319,0.23865070572536806]"
167,0.0,1.0,"[0.356914381212511,0.6430856187874889]"
168,0.0,0.0,"[0.9545404481502278,0.04545955184977224]"
169,0.0,0.0,"[0.9545404481502278,0.04545955184977224]"
170,0.0,0.0,"[0.9107201681347469,0.08927983186525312]"
171,0.0,0.0,"[0.8901700667526585,0.10982993324734147]"
172,0.0,0.0,"[0.8886368391560289,0.11136316084397113]"
173,0.0,0.0,"[0.8836190354998724,0.11638096450012758]"
174,0.0,0.0,"[0.8836190354998724,0.11638096450012758]"
175,0.0,0.0,"[0.8948396990986901,0.1051603009013099]"
176,0.0,0.0,"[0.8755981869856311,0.12440181301436892]"
177,0.0,0.0,"[0.6780007586678521,0.32199924133214786]"
178,0.0,1.0,"[0.3652260301665243,0.6347739698334758]"
179,0.0,1.0,"[0.38747926100266783,0.6125207389973322]"
180,0.0,1.0,"[0.33502384843060423,0.6649761515693957]"
181,0.0,1.0,"[0.33502384843060423,0.6649761515693957]"
182,0.0,1.0,"[0.33502384843060423,0.6649761515693957]"
183,0.0,1.0,"[0.33502384843060423,0.6649761515693957]"
184,0.0,1.0,"[0.33502384843060423,0.6649761515693957]"
185,0.0,1.0,"[0.33502384843060423,0.6649761515693957]"
186,0.0,0.0,"[0.6639977488287151,0.3360022511712849]"
187,0.0,1.0,"[0.3935807180506816,0.6064192819493184]"
188,0.0,0.0,"[0.8921671503823423,0.10783284961765771]"
189,0.0,0.0,"[0.8978482705004555,0.10215172949954454]"
190,0.0,0.0,"[0.8978482705004555,0.10215172949954454]"
191,0.0,0.0,"[0.8978482705004555,0.10215172949954454]"
192,0.0,0.0,"[0.8924787371697157,0.10752126283028429]"
193,0.0,0.0,"[0.8924787371697157,0.10752126283028429]"
194,0.0,0.0,"[0.8924787371697157,0.10752126283028429]"
195,0.0,0.0,"[0.8924787371697157,0.10752126283028429]"
196,0.0,0.0,"[0.8924787371697157,0.10752126283028429]"
197,0.0,0.0,"[0.8924787371697157,0.10752126283028429]"
198,0.0,0.0,"[0.6887752615403294,0.3112247384596706]"
199,0.0,0.0,"[0.8580683910152959,0.14193160898470414]"
200,0.0,0.0,"[0.8921998910261613,0.10780010897383874]"
201,0.0,0.0,"[0.8948396990986901,0.1051603009013099]"
202,0.0,0.0,"[0.9512740515850672,0.04872594841493283]"
203,0.0,0.0,"[0.8967469869310948,0.10325301306890522]"
204,0.0,0.0,"[0.8967469869310948,0.10325301306890522]"
205,0.0,1.0,"[0.4475342500002572,0.5524657499997427]"
206,0.0,1.0,"[0.4475342500002572,0.5524657499997427]"
207,0.0,0.0,"[0.9031685078782647,0.09683149212173525]"
208,0.0,0.0,"[0.9047444240292372,0.09525557597076284]"
209,0.0,0.0,"[0.9047444240292372,0.09525557597076284]"
210,0.0,0.0,"[0.698345428383896,0.301654571616104]"
211,0.0,0.0,"[0.7924907919004075,0.2075092080995925]"
212,0.0,0.0,"[0.7924907919004075,0.2075092080995925]"
213,0.0,0.0,"[0.8800307804557397,0.11996921954426032]"
214,0.0,0.0,"[0.9586881821945549,0.04131181780544513]"
215,0.0,0.0,"[0.9588370344240943,0.04116296557590571]"
216,0.0,0.0,"[0.9343940474676332,0.06560595253236678]"
217,0.0,0.0,"[0.9398503176896186,0.060149682310381425]"
218,0.0,0.0,"[0.949563168572496,0.05043683142750399]"
219,0.0,0.0,"[0.9565805568851069,0.0434194431148931]"
220,0.0,0.0,"[0.9562764085117655,0.04372359148823446]"
221,0.0,0.0,"[0.9562764085117655,0.04372359148823446]"
222,0.0,0.0,"[0.9478086402774198,0.052191359722580155]"
223,0.0,0.0,"[0.9491228497381109,0.050877150261889104]"
224,0.0,0.0,"[0.9491228497381109,0.050877150261889104]"
225,0.0,0.0,"[0.9564341781030224,0.04356582189697755]"
226,0.0,0.0,"[0.9519424641101605,0.04805753588983952]"
227,0.0,0.0,"[0.9491228497381109,0.050877150261889104]"
228,0.0,0.0,"[0.9532376713081933,0.04676232869180674]"
229,0.0,0.0,"[0.9566625864222401,0.04333741357775989]"
230,0.0,0.0,"[0.9525467439102138,0.04745325608978623]"
231,0.0,0.0,"[0.9343940474676332,0.06560595253236678]"
232,0.0,0.0,"[0.9545441460832669,0.045455853916733124]"
233,0.0,0.0,"[0.9343940474676332,0.06560595253236678]"
234,0.0,0.0,"[0.9547993206258647,0.0452006793741353]"
235,0.0,0.0,"[0.9545441460832669,0.045455853916733124]"
236,0.0,0.0,"[0.9547993206258647,0.0452006793741353]"
237,0.0,0.0,"[0.9545441460832669,0.045455853916733124]"
238,0.0,0.0,"[0.9547993206258647,0.0452006793741353]"
239,0.0,0.0,"[0.9545441460832669,0.045455853916733124]"
240,0.0,0.0,"[0.9578781232584259,0.04212187674157408]"
241,0.0,0.0,"[0.9553919358837173,0.04460806411628271]"
242,0.0,0.0,"[0.9534299694365874,0.04657003056341258]"
243,0.0,0.0,"[0.9572666589698181,0.04273334103018189]"
244,0.0,0.0,"[0.9569318030489052,0.04306819695109476]"
245,0.0,0.0,"[0.9580422956767187,0.041957704323281275]"
246,0.0,0.0,"[0.9562764085117655,0.04372359148823446]"
247,0.0,0.0,"[0.9569318030489052,0.04306819695109476]"
248,0.0,0.0,"[0.9569318030489052,0.04306819695109476]"
249,0.0,0.0,"[0.95639956309897,0.04360043690102999]"
250,0.0,0.0,"[0.9562764085117655,0.04372359148823446]"
251,0.0,0.0,"[0.95639956309897,0.04360043690102999]"
252,0.0,0.0,"[0.9569318030489052,0.04306819695109476]"
253,0.0,0.0,"[0.9552363379221671,0.04476366207783289]"
254,0.0,0.0,"[0.9540551416755805,0.045944858324419524]"
255,0.0,0.0,"[0.9532376713081933,0.04676232869180674]"
256,0.0,0.0,"[0.9532376713081933,0.04676232869180674]"
257,0.0,0.0,"[0.9538643665201381,0.04613563347986194]"
258,0.0,0.0,"[0.9506448312306325,0.04935516876936752]"
259,0.0,0.0,"[0.9263925708882662,0.07360742911173379]"
260,0.0,0.0,"[0.9570754612881543,0.04292453871184565]"
261,0.0,0.0,"[0.9578781232584259,0.04212187674157408]"
262,0.0,0.0,"[0.95639956309897,0.04360043690102999]"
263,0.0,0.0,"[0.95639956309897,0.04360043690102999]"
264,0.0,0.0,"[0.95639956309897,0.04360043690102999]"
265,0.0,0.0,"[0.95639956309897,0.04360043690102999]"
266,0.0,0.0,"[0.9565805568851069,0.0434194431148931]"
267,0.0,0.0,"[0.9565805568851069,0.0434194431148931]"
268,0.0,0.0,"[0.9565805568851069,0.0434194431148931]"
269,0.0,0.0,"[0.9565805568851069,0.0434194431148931]"
270,0.0,0.0,"[0.9565805568851069,0.0434194431148931]"
271,0.0,0.0,"[0.955594966120746,0.044405033879253986]"
272,0.0,0.0,"[0.9564341781030224,0.04356582189697755]"
273,0.0,0.0,"[0.9564341781030224,0.04356582189697755]"
274,0.0,0.0,"[0.9538643665201381,0.04613563347986194]"
275,0.0,0.0,"[0.9266488853412652,0.07335111465873478]"
276,0.0,0.0,"[0.9343940474676332,0.06560595253236678]"
277,0.0,0.0,"[0.9570754612881543,0.04292453871184565]"
278,0.0,0.0,"[0.9343940474676332,0.06560595253236678]"
279,0.0,0.0,"[0.9570754612881543,0.04292453871184565]"
280,0.0,0.0,"[0.9398503176896186,0.060149682310381425]"
281,0.0,0.0,"[0.9398503176896186,0.060149682310381425]"
282,0.0,0.0,"[0.955611337994733,0.04438866200526703]"
283,0.0,0.0,"[0.955594966120746,0.044405033879253986]"
284,0.0,0.0,"[0.9562764085117655,0.04372359148823446]"
285,0.0,0.0,"[0.9562764085117655,0.04372359148823446]"
286,0.0,0.0,"[0.9562764085117655,0.04372359148823446]"
287,0.0,0.0,"[0.9564341781030224,0.04356582189697755]"
288,0.0,0.0,"[0.9575071464374234,0.042492853562576594]"
289,0.0,0.0,"[0.9532376713081933,0.04676232869180674]"
290,0.0,0.0,"[0.9575071464374234,0.042492853562576594]"
291,0.0,0.0,"[0.9532376713081933,0.04676232869180674]"
292,0.0,0.0,"[0.9575071464374234,0.042492853562576594]"
293,0.0,0.0,"[0.9486194945901608,0.05138050540983918]"
294,0.0,0.0,"[0.9448592092859072,0.055140790714092836]"
295,0.0,0.0,"[0.9605956557954387,0.03940434420456129]"
296,0.0,0.0,"[0.945055033470953,0.05494496652904701]"
297,0.0,0.0,"[0.9607379166043251,0.03926208339567494]"
298,0.0,0.0,"[0.9607379166043251,0.03926208339567494]"
299,0.0,0.0,"[0.9607379166043251,0.03926208339567494]"
300,0.0,0.0,"[0.945055033470953,0.05494496652904701]"
301,0.0,0.0,"[0.9545454312086156,0.04545456879138443]"
302,0.0,0.0,"[0.9573169281978351,0.04268307180216491]"
303,0.0,0.0,"[0.9558739552485302,0.04412604475146975]"
304,0.0,0.0,"[0.9558739552485302,0.04412604475146975]"
305,0.0,0.0,"[0.9558739552485302,0.04412604475146975]"
306,0.0,0.0,"[0.9344656893194339,0.06553431068056614]"
307,0.0,0.0,"[0.9558739552485302,0.04412604475146975]"
308,0.0,0.0,"[0.9558739552485302,0.04412604475146975]"
309,0.0,0.0,"[0.9558739552485302,0.04412604475146975]"
310,0.0,0.0,"[0.9316280848133212,0.06837191518667884]"
311,0.0,0.0,"[0.9527877162073154,0.047212283792684606]"
312,0.0,0.0,"[0.9578982719649564,0.04210172803504364]"
313,0.0,0.0,"[0.9578982719649564,0.04210172803504364]"
314,0.0,0.0,"[0.9439875493445878,0.05601245065541216]"
315,0.0,0.0,"[0.9575325290282235,0.0424674709717765]"
316,0.0,0.0,"[0.9564239156890583,0.04357608431094173]"
317,0.0,0.0,"[0.9575071464374234,0.042492853562576594]"
318,0.0,0.0,"[0.9607379166043251,0.03926208339567494]"
319,0.0,0.0,"[0.9607379166043251,0.03926208339567494]"
320,0.0,0.0,"[0.9576844458981493,0.04231555410185073]"
321,0.0,0.0,"[0.9545454312086156,0.04545456879138443]"
322,0.0,0.0,"[0.9518708158052525,0.04812918419474754]"
323,0.0,0.0,"[0.9518708158052525,0.04812918419474754]"
324,0.0,0.0,"[0.9518708158052525,0.04812918419474754]"
325,0.0,0.0,"[0.9570177062489339,0.0429822937510661]"
326,0.0,0.0,"[0.9573169281978351,0.04268307180216491]"
327,0.0,0.0,"[0.9570177062489339,0.0429822937510661]"
328,0.0,0.0,"[0.9570177062489339,0.0429822937510661]"
329,0.0,0.0,"[0.9570177062489339,0.0429822937510661]"
330,0.0,0.0,"[0.9541465076858296,0.04585349231417035]"
331,0.0,0.0,"[0.9541465076858296,0.04585349231417035]"
332,0.0,0.0,"[0.951449612924904,0.04855038707509596]"
333,0.0,0.0,"[0.951449612924904,0.04855038707509596]"
334,0.0,0.0,"[0.951449612924904,0.04855038707509596]"
335,0.0,0.0,"[0.9541465076858296,0.04585349231417035]"
336,0.0,0.0,"[0.9558739552485302,0.04412604475146975]"
337,0.0,0.0,"[0.9558739552485302,0.04412604475146975]"
338,0.0,0.0,"[0.9344656893194339,0.06553431068056614]"
339,0.0,0.0,"[0.9344656893194339,0.06553431068056614]"
340,0.0,0.0,"[0.9558739552485302,0.04412604475146975]"
341,0.0,0.0,"[0.9527877162073154,0.047212283792684606]"
342,0.0,0.0,"[0.9316280848133212,0.06837191518667884]"
343,0.0,0.0,"[0.9527877162073154,0.047212283792684606]"
344,0.0,0.0,"[0.9388821686135901,0.061117831386409915]"
345,0.0,0.0,"[0.9439875493445878,0.05601245065541216]"
346,0.0,0.0,"[0.9565805568851069,0.0434194431148931]"
347,0.0,0.0,"[0.9575325290282235,0.0424674709717765]"
348,0.0,0.0,"[0.9572347509913108,0.042765249008689166]"
349,0.0,0.0,"[0.9570754612881543,0.04292453871184565]"
350,0.0,0.0,"[0.9343940474676332,0.06560595253236678]"
351,0.0,0.0,"[0.9569205251164178,0.043079474883582214]"
352,0.0,0.0,"[0.9568674511467952,0.04313254885320483]"
353,0.0,0.0,"[0.9578781232584259,0.04212187674157408]"
354,0.0,0.0,"[0.9578781232584259,0.04212187674157408]"
355,0.0,0.0,"[0.9578781232584259,0.04212187674157408]"
356,0.0,0.0,"[0.9398503176896186,0.060149682310381425]"
357,0.0,0.0,"[0.9565805568851069,0.0434194431148931]"
358,0.0,0.0,"[0.9565805568851069,0.0434194431148931]"
359,0.0,0.0,"[0.9565805568851069,0.0434194431148931]"
360,0.0,0.0,"[0.9552842365218841,0.0447157634781159]"
361,0.0,0.0,"[0.95639956309897,0.04360043690102999]"
362,0.0,0.0,"[0.9562764085117655,0.04372359148823446]"
363,0.0,0.0,"[0.9564341781030224,0.04356582189697755]"
364,0.0,0.0,"[0.9564341781030224,0.04356582189697755]"
365,0.0,0.0,"[0.9564341781030224,0.04356582189697755]"
366,0.0,0.0,"[0.9575071464374234,0.042492853562576594]"
367,0.0,0.0,"[0.9575071464374234,0.042492853562576594]"
368,0.0,0.0,"[0.9575071464374234,0.042492853562576594]"
369,0.0,0.0,"[0.9532376713081933,0.04676232869180674]"
370,0.0,0.0,"[0.9532376713081933,0.04676232869180674]"
371,0.0,0.0,"[0.9532376713081933,0.04676232869180674]"
372,0.0,0.0,"[0.9607379166043251,0.03926208339567494]"
373,0.0,0.0,"[0.9607379166043251,0.03926208339567494]"
374,0.0,0.0,"[0.9421636306051692,0.05783636939483083]"
375,0.0,0.0,"[0.9607379166043251,0.03926208339567494]"
376,0.0,0.0,"[0.9486194945901608,0.05138050540983918]"
377,0.0,0.0,"[0.9486194945901608,0.05138050540983918]"
378,0.0,0.0,"[0.9486194945901608,0.05138050540983918]"
379,0.0,0.0,"[0.9486194945901608,0.05138050540983918]"
380,0.0,0.0,"[0.945055033470953,0.05494496652904701]"
381,0.0,0.0,"[0.9607379166043251,0.03926208339567494]"
382,0.0,0.0,"[0.945055033470953,0.05494496652904701]"
383,0.0,0.0,"[0.9558739552485302,0.04412604475146975]"
384,0.0,0.0,"[0.9558739552485302,0.04412604475146975]"
385,0.0,0.0,"[0.9344656893194339,0.06553431068056614]"
386,0.0,0.0,"[0.9344656893194339,0.06553431068056614]"
387,0.0,0.0,"[0.9316280848133212,0.06837191518667884]"
388,0.0,0.0,"[0.9527877162073154,0.047212283792684606]"
389,0.0,0.0,"[0.9422344955234264,0.05776550447657358]"
390,0.0,0.0,"[0.9439875493445878,0.05601245065541216]"
391,0.0,0.0,"[0.9474752217387264,0.05252477826127355]"
392,0.0,0.0,"[0.9474752217387264,0.05252477826127355]"
393,0.0,0.0,"[0.9432153098795951,0.05678469012040488]"
394,0.0,0.0,"[0.9419618487646693,0.05803815123533074]"
395,0.0,0.0,"[0.9419618487646693,0.05803815123533074]"
396,0.0,0.0,"[0.9419618487646693,0.05803815123533074]"
397,0.0,0.0,"[0.9419618487646693,0.05803815123533074]"
398,0.0,0.0,"[0.9419618487646693,0.05803815123533074]"
399,0.0,0.0,"[0.9448174176841626,0.05518258231583739]"
400,0.0,0.0,"[0.940978975104533,0.05902102489546701]"
401,0.0,0.0,"[0.940978975104533,0.05902102489546701]"
402,0.0,0.0,"[0.9506518602764451,0.049348139723554896]"
403,0.0,0.0,"[0.846706403181715,0.15329359681828503]"
404,0.0,0.0,"[0.846706403181715,0.15329359681828503]"
405,0.0,0.0,"[0.52967763126079,0.47032236873920996]"
406,0.0,0.0,"[0.5619490425039727,0.4380509574960273]"
407,0.0,0.0,"[0.8206031879330569,0.17939681206694313]"
408,0.0,0.0,"[0.9676114801011529,0.03238851989884706]"
409,0.0,0.0,"[0.9512190375991116,0.04878096240088836]"
410,0.0,0.0,"[0.9542351327099459,0.045764867290054134]"
411,0.0,0.0,"[0.9542351327099459,0.045764867290054134]"
412,0.0,0.0,"[0.8094726419101683,0.19052735808983168]"
413,0.0,0.0,"[0.8634762518722164,0.13652374812778356]"
414,0.0,0.0,"[0.9334672010272634,0.06653279897273656]"
415,0.0,0.0,"[0.9567750097843553,0.04322499021564474]"
416,0.0,0.0,"[0.9536613468208786,0.04633865317912145]"
417,0.0,0.0,"[0.9550547651715904,0.04494523482840962]"
418,0.0,0.0,"[0.954990128778696,0.045009871221303954]"
419,0.0,0.0,"[0.9526977888627518,0.047302211137248196]"
420,0.0,0.0,"[0.9559708953071544,0.0440291046928456]"
421,0.0,0.0,"[0.9556605822190952,0.04433941778090478]"
422,0.0,0.0,"[0.9556605822190952,0.04433941778090478]"
423,0.0,0.0,"[0.9212280659196186,0.07877193408038141]"
424,0.0,0.0,"[0.9537299925703655,0.0462700074296345]"
425,0.0,0.0,"[0.9541374855441501,0.04586251445584988]"
426,0.0,0.0,"[0.9556414421788861,0.044358557821113864]"
427,0.0,0.0,"[0.9532559662539202,0.04674403374607983]"
428,0.0,0.0,"[0.9532559662539202,0.04674403374607983]"
429,0.0,0.0,"[0.9532559662539202,0.04674403374607983]"
430,0.0,0.0,"[0.9532559662539202,0.04674403374607983]"
431,0.0,0.0,"[0.9529744777691477,0.047025522230852324]"
432,0.0,0.0,"[0.9574905688108294,0.04250943118917061]"
433,0.0,0.0,"[0.9568531637837304,0.04314683621626958]"
434,0.0,0.0,"[0.9568531637837304,0.04314683621626958]"
435,0.0,0.0,"[0.9531102088329809,0.04688979116701908]"
436,0.0,0.0,"[0.9288864710196034,0.07111352898039658]"
437,0.0,0.0,"[0.9532559662539202,0.04674403374607983]"
