FullDate,IsCanceled
20170117,5
20170118,2
20170119,7
20170120,8
20170121,2
20170122,4
20170123,6
20170124,3
20170125,2
20170126,4
20170127,12
20170128,20
20170129,4
20170130,8
20170131,4
20170201,5
20170202,8
20170203,7
20170204,15
20170205,4
20170206,11
20170207,7
20170208,6
20170209,3
20170210,43
20170211,17
20170212,8
20170213,13
20170214,11
20170215,4
20170216,12
20170217,22
20170218,26
20170219,17
20170220,9
20170221,7
20170222,21
20170223,19
20170224,22
20170225,33
20170226,6
20170227,5
20170228,27
20170301,25
20170302,1
20170303,6
20170304,7
20170305,30
20170306,5
20170307,5
20170308,5
20170309,48
20170310,7
20170311,26
20170312,8
20170313,9
20170314,34
20170315,9
20170316,4
20170317,6
20170318,13
20170319,6
20170320,4
20170321,0
20170322,3
20170323,2
20170324,25
20170325,9
20170326,8
20170327,50
20170328,10
20170329,8
20170330,9
20170331,12
20170401,8
20170402,8
20170403,26
20170404,5
20170405,14
20170406,13
20170407,9
20170408,34
20170409,43
20170410,16
20170411,12
20170412,12
20170413,39
20170414,39
20170415,18
20170416,27
20170417,19
20170418,11
20170419,5
20170420,8
20170421,9
20170422,25
20170423,9
20170424,3
20170425,12
20170426,3
20170427,11
20170428,15
20170429,53
20170430,31
20170501,13
20170502,12
20170503,31
20170504,38
20170505,31
20170506,11
20170507,10
20170508,13
20170509,27
20170510,16
20170511,13
20170512,8
20170513,19
20170514,14
20170515,8
20170516,5
20170517,14
20170518,12
20170519,11
20170520,15
20170521,17
20170522,10
20170523,11
20170524,9
20170525,43
20170526,17
20170527,23
20170528,31
20170529,7
20170530,23
20170531,33
20170601,22
20170602,37
20170603,49
20170604,12
20170605,19
20170606,10
20170607,11
20170608,28
20170609,20
20170610,17
20170611,24
20170612,17
20170613,12
20170614,22
20170615,27
20170616,29
20170617,21
20170618,28
20170619,18
20170620,12
20170621,12
20170622,21
20170623,11
20170624,29
20170625,34
20170626,29
20170627,12
20170628,12
20170629,13
20170630,23
20170701,38
20170702,23
20170703,30
20170704,19
20170705,15
20170706,14
20170707,14
20170708,16
20170709,14
20170710,21
20170711,24
20170712,19
20170713,14
20170714,19
20170715,28
20170716,21
20170717,33
20170718,17
20170719,11
20170720,15
20170721,15
20170722,38
20170723,17
20170724,29
20170725,14
20170726,23
20170727,17
20170728,24
20170729,33
20170730,16
20170731,29
20170801,28
20170802,15
20170803,25
20170804,29
20170805,31
20170806,31
20170807,36
20170808,10
20170809,8
20170810,15
20170811,20
20170812,20
20170813,21
20170814,30
20170815,20
20170816,16
20170817,45
20170818,23
20170819,27
20170820,22
20170821,26
20170822,7
20170823,12
20170824,28
20170825,17
20170826,31
20170827,21
20170828,37
20170829,14
20170830,14
20170831,14
