,label,prediction,probability
44,0.0,1.0,"[0.490162024479562,0.5098379755204381]"
45,0.0,1.0,"[0.39698273087129754,0.6030172691287025]"
46,0.0,1.0,"[0.490162024479562,0.5098379755204381]"
47,0.0,1.0,"[0.490162024479562,0.5098379755204381]"
48,0.0,1.0,"[0.3525204520429641,0.6474795479570359]"
49,0.0,1.0,"[0.3525204520429641,0.6474795479570359]"
50,0.0,1.0,"[0.4441141742787294,0.5558858257212707]"
51,0.0,1.0,"[0.3613562284455616,0.6386437715544384]"
52,0.0,1.0,"[0.42108866165061304,0.5789113383493869]"
53,0.0,1.0,"[0.42108866165061304,0.5789113383493869]"
54,0.0,1.0,"[0.3956642683760791,0.6043357316239208]"
55,0.0,1.0,"[0.3956642683760791,0.6043357316239208]"
56,0.0,1.0,"[0.39897602957791395,0.6010239704220861]"
57,0.0,1.0,"[0.3345617073447044,0.6654382926552955]"
58,0.0,1.0,"[0.39897602957791395,0.6010239704220861]"
59,0.0,1.0,"[0.3345617073447044,0.6654382926552955]"
60,0.0,1.0,"[0.31705772638057084,0.6829422736194292]"
61,0.0,1.0,"[0.3956642683760791,0.6043357316239208]"
62,0.0,1.0,"[0.3956642683760791,0.6043357316239208]"
63,0.0,1.0,"[0.3956642683760791,0.6043357316239208]"
64,0.0,1.0,"[0.3345617073447044,0.6654382926552955]"
65,0.0,1.0,"[0.31705772638057084,0.6829422736194292]"
66,0.0,1.0,"[0.31705772638057084,0.6829422736194292]"
67,0.0,1.0,"[0.3956642683760791,0.6043357316239208]"
68,0.0,1.0,"[0.31705772638057084,0.6829422736194292]"
69,0.0,1.0,"[0.3956642683760791,0.6043357316239208]"
70,0.0,1.0,"[0.31705772638057084,0.6829422736194292]"
71,0.0,1.0,"[0.3956642683760791,0.6043357316239208]"
72,0.0,1.0,"[0.3326315358945017,0.6673684641054983]"
73,0.0,1.0,"[0.3326315358945017,0.6673684641054983]"
74,0.0,1.0,"[0.3826872432390573,0.6173127567609427]"
75,0.0,1.0,"[0.3859597549601528,0.6140402450398472]"
76,0.0,1.0,"[0.3326315358945017,0.6673684641054983]"
77,0.0,1.0,"[0.3826872432390573,0.6173127567609427]"
78,0.0,1.0,"[0.3826872432390573,0.6173127567609427]"
79,0.0,1.0,"[0.3826872432390573,0.6173127567609427]"
80,0.0,1.0,"[0.3826872432390573,0.6173127567609427]"
81,0.0,1.0,"[0.3326315358945017,0.6673684641054983]"
82,0.0,1.0,"[0.3826872432390573,0.6173127567609427]"
83,0.0,1.0,"[0.33570878263801823,0.6642912173619817]"
84,0.0,1.0,"[0.33570878263801823,0.6642912173619817]"
85,0.0,1.0,"[0.3151807089664249,0.6848192910335751]"
86,0.0,1.0,"[0.3326315358945017,0.6673684641054983]"
87,0.0,1.0,"[0.3326315358945017,0.6673684641054983]"
88,0.0,1.0,"[0.3326315358945017,0.6673684641054983]"
89,0.0,1.0,"[0.3326315358945017,0.6673684641054983]"
90,0.0,1.0,"[0.32301905648676915,0.6769809435132308]"
91,0.0,1.0,"[0.3724354954185046,0.6275645045814954]"
92,0.0,1.0,"[0.3724354954185046,0.6275645045814954]"
93,0.0,1.0,"[0.3724354954185046,0.6275645045814954]"
94,0.0,1.0,"[0.3058414185057054,0.6941585814942945]"
95,0.0,1.0,"[0.32301905648676915,0.6769809435132308]"
96,0.0,1.0,"[0.32301905648676915,0.6769809435132308]"
97,0.0,1.0,"[0.3058414185057054,0.6941585814942945]"
98,0.0,1.0,"[0.3058414185057054,0.6941585814942945]"
99,0.0,1.0,"[0.3058414185057054,0.6941585814942945]"
100,0.0,1.0,"[0.3058414185057054,0.6941585814942945]"
101,0.0,1.0,"[0.3058414185057054,0.6941585814942945]"
102,0.0,1.0,"[0.3724354954185046,0.6275645045814954]"
103,0.0,1.0,"[0.32301905648676915,0.6769809435132308]"
104,0.0,1.0,"[0.1419147977140814,0.8580852022859187]"
105,0.0,1.0,"[0.1519001949954384,0.8480998050045616]"
106,0.0,1.0,"[0.1821832215714225,0.8178167784285775]"
107,0.0,1.0,"[0.1419147977140814,0.8580852022859187]"
108,0.0,1.0,"[0.1519001949954384,0.8480998050045616]"
109,0.0,1.0,"[0.1519001949954384,0.8480998050045616]"
110,0.0,1.0,"[0.1419147977140814,0.8580852022859187]"
111,0.0,1.0,"[0.1419147977140814,0.8580852022859187]"
112,0.0,1.0,"[0.1821832215714225,0.8178167784285775]"
113,0.0,1.0,"[0.1821832215714225,0.8178167784285775]"
114,0.0,1.0,"[0.1419147977140814,0.8580852022859187]"
115,0.0,1.0,"[0.1419147977140814,0.8580852022859187]"
116,0.0,0.0,"[0.9562323705309332,0.04376762946906676]"
117,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
118,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
119,0.0,0.0,"[0.9562323705309332,0.04376762946906676]"
120,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
121,0.0,0.0,"[0.9562323705309332,0.04376762946906676]"
122,0.0,0.0,"[0.9564155494229173,0.04358445057708271]"
123,0.0,0.0,"[0.9563193686375171,0.0436806313624829]"
124,0.0,0.0,"[0.9529226723465117,0.047077327653488266]"
125,0.0,0.0,"[0.9529226723465117,0.047077327653488266]"
126,0.0,0.0,"[0.9532213694213796,0.04677863057862042]"
127,0.0,0.0,"[0.9532951877681977,0.04670481223180234]"
128,0.0,0.0,"[0.9534783572285148,0.04652164277148518]"
129,0.0,0.0,"[0.9534783572285148,0.04652164277148518]"
130,0.0,0.0,"[0.9534783572285148,0.04652164277148518]"
131,0.0,0.0,"[0.9537243649292365,0.04627563507076349]"
132,0.0,0.0,"[0.9539015732317611,0.04609842676823894]"
133,0.0,0.0,"[0.9476526556135322,0.05234734438646782]"
134,0.0,0.0,"[0.9479290908508392,0.05207090914916079]"
135,0.0,0.0,"[0.9479290908508392,0.05207090914916079]"
136,0.0,0.0,"[0.948087422011506,0.051912577988494024]"
137,0.0,0.0,"[0.9479290908508392,0.05207090914916079]"
138,0.0,0.0,"[0.9479290908508392,0.05207090914916079]"
139,0.0,0.0,"[0.948087422011506,0.051912577988494024]"
140,0.0,0.0,"[0.948087422011506,0.051912577988494024]"
141,0.0,0.0,"[0.9481949171726822,0.05180508282731777]"
142,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
143,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
144,0.0,0.0,"[0.9481949171726822,0.05180508282731777]"
145,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
146,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
147,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
148,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
149,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
150,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
151,0.0,0.0,"[0.9481949171726822,0.05180508282731777]"
152,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
153,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
154,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
155,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
156,0.0,0.0,"[0.8988135354821987,0.10118646451780133]"
157,0.0,0.0,"[0.8892592454094896,0.11074075459051036]"
158,0.0,0.0,"[0.8892592454094896,0.11074075459051036]"
159,0.0,0.0,"[0.8892592454094896,0.11074075459051036]"
160,0.0,0.0,"[0.8892592454094896,0.11074075459051036]"
161,0.0,0.0,"[0.9562323705309332,0.04376762946906676]"
162,0.0,0.0,"[0.7589189694663331,0.24108103053366692]"
163,0.0,0.0,"[0.7064609716356046,0.2935390283643954]"
164,0.0,0.0,"[0.696850713767393,0.30314928623260695]"
165,0.0,0.0,"[0.7059340745507618,0.29406592544923815]"
166,0.0,0.0,"[0.7059340745507618,0.29406592544923815]"
167,0.0,0.0,"[0.7059340745507618,0.29406592544923815]"
168,0.0,0.0,"[0.7059340745507618,0.29406592544923815]"
169,0.0,0.0,"[0.666328688668729,0.33367131133127104]"
170,0.0,0.0,"[0.6510156279832437,0.34898437201675625]"
171,0.0,0.0,"[0.9660560781966533,0.03394392180334671]"
172,0.0,0.0,"[0.9660560781966533,0.03394392180334671]"
173,0.0,0.0,"[0.6887973634525432,0.31120263654745683]"
174,0.0,0.0,"[0.9261474859157613,0.07385251408423865]"
175,0.0,0.0,"[0.8723486895405002,0.12765131045949984]"
176,0.0,0.0,"[0.8723486895405002,0.12765131045949984]"
177,0.0,0.0,"[0.8723486895405002,0.12765131045949984]"
178,0.0,0.0,"[0.8723486895405002,0.12765131045949984]"
179,0.0,0.0,"[0.8335334176683779,0.16646658233162215]"
180,0.0,0.0,"[0.8335334176683779,0.16646658233162215]"
181,0.0,0.0,"[0.8335334176683779,0.16646658233162215]"
182,0.0,0.0,"[0.8335334176683779,0.16646658233162215]"
183,0.0,0.0,"[0.855260077401048,0.14473992259895196]"
184,0.0,0.0,"[0.855260077401048,0.14473992259895196]"
185,0.0,0.0,"[0.8123662737248702,0.18763372627512975]"
186,0.0,0.0,"[0.7714585727491599,0.22854142725084015]"
187,0.0,0.0,"[0.7714585727491599,0.22854142725084015]"
188,0.0,0.0,"[0.8123662737248702,0.18763372627512975]"
189,0.0,0.0,"[0.8123662737248702,0.18763372627512975]"
190,0.0,0.0,"[0.7714585727491599,0.22854142725084015]"
191,0.0,0.0,"[0.8123662737248702,0.18763372627512975]"
192,0.0,0.0,"[0.7714585727491599,0.22854142725084015]"
193,0.0,0.0,"[0.7714585727491599,0.22854142725084015]"
194,0.0,0.0,"[0.8123662737248702,0.18763372627512975]"
195,0.0,0.0,"[0.7273662946820112,0.2726337053179888]"
196,0.0,0.0,"[0.6038180668293743,0.39618193317062567]"
197,0.0,0.0,"[0.7165686858659928,0.28343131413400724]"
198,0.0,0.0,"[0.5785588878469556,0.42144111215304436]"
199,0.0,0.0,"[0.5539781792897792,0.4460218207102208]"
200,0.0,0.0,"[0.5539781792897792,0.4460218207102208]"
201,0.0,1.0,"[0.433239835018524,0.566760164981476]"
202,0.0,1.0,"[0.433239835018524,0.566760164981476]"
203,0.0,1.0,"[0.433239835018524,0.566760164981476]"
204,0.0,1.0,"[0.433239835018524,0.566760164981476]"
205,0.0,1.0,"[0.3590125908682497,0.6409874091317502]"
206,0.0,1.0,"[0.3590125908682497,0.6409874091317502]"
207,0.0,1.0,"[0.3590125908682497,0.6409874091317502]"
208,0.0,1.0,"[0.433239835018524,0.566760164981476]"
209,0.0,1.0,"[0.30395251560599973,0.6960474843940003]"
210,0.0,1.0,"[0.29871891324594574,0.7012810867540542]"
211,0.0,1.0,"[0.433239835018524,0.566760164981476]"
212,0.0,1.0,"[0.433239835018524,0.566760164981476]"
213,0.0,1.0,"[0.46677921359066565,0.5332207864093343]"
214,0.0,1.0,"[0.46333852103239076,0.5366614789676092]"
215,0.0,1.0,"[0.32482824276495686,0.6751717572350431]"
216,0.0,1.0,"[0.3874800464916303,0.6125199535083696]"
217,0.0,1.0,"[0.26984099978599574,0.7301590002140043]"
218,0.0,1.0,"[0.3029778583961636,0.6970221416038365]"
219,0.0,1.0,"[0.37650858392409153,0.6234914160759084]"
220,0.0,1.0,"[0.30590652034832844,0.6940934796516716]"
221,0.0,1.0,"[0.37650858392409153,0.6234914160759084]"
222,0.0,1.0,"[0.37650858392409153,0.6234914160759084]"
223,0.0,1.0,"[0.3003009658367118,0.6996990341632883]"
224,0.0,1.0,"[0.3553430298786682,0.6446569701213318]"
225,0.0,1.0,"[0.3553430298786682,0.6446569701213318]"
226,0.0,1.0,"[0.3553430298786682,0.6446569701213318]"
227,0.0,1.0,"[0.3553430298786682,0.6446569701213318]"
228,0.0,1.0,"[0.3585175127970302,0.6414824872029699]"
229,0.0,1.0,"[0.3553430298786682,0.6446569701213318]"
230,0.0,1.0,"[0.3553430298786682,0.6446569701213318]"
231,0.0,1.0,"[0.3428615819529806,0.6571384180470194]"
232,0.0,1.0,"[0.3553430298786682,0.6446569701213318]"
233,0.0,1.0,"[0.34293801746640207,0.6570619825335979]"
234,0.0,1.0,"[0.34293801746640207,0.6570619825335979]"
235,0.0,1.0,"[0.34293801746640207,0.6570619825335979]"
236,0.0,1.0,"[0.34293801746640207,0.6570619825335979]"
237,0.0,1.0,"[0.2792711663215126,0.7207288336784874]"
238,0.0,1.0,"[0.34293801746640207,0.6570619825335979]"
239,0.0,1.0,"[0.34293801746640207,0.6570619825335979]"
240,0.0,1.0,"[0.2792711663215126,0.7207288336784874]"
241,0.0,1.0,"[0.3306687957320797,0.6693312042679203]"
242,0.0,1.0,"[0.2792711663215126,0.7207288336784874]"
243,0.0,1.0,"[0.34293801746640207,0.6570619825335979]"
244,0.0,1.0,"[0.34293801746640207,0.6570619825335979]"
245,0.0,1.0,"[0.34293801746640207,0.6570619825335979]"
246,0.0,1.0,"[0.2984797941549515,0.7015202058450485]"
247,0.0,1.0,"[0.33317639161736107,0.6668236083826389]"
248,0.0,1.0,"[0.28659019777479583,0.7134098022252042]"
249,0.0,1.0,"[0.27057551749957165,0.7294244825004284]"
250,0.0,1.0,"[0.28659019777479583,0.7134098022252042]"
251,0.0,1.0,"[0.27057551749957165,0.7294244825004284]"
252,0.0,1.0,"[0.33317639161736107,0.6668236083826389]"
253,0.0,1.0,"[0.2894262282557082,0.7105737717442918]"
254,0.0,1.0,"[0.27057551749957165,0.7294244825004284]"
255,0.0,1.0,"[0.25987127178783687,0.7401287282121631]"
256,0.0,1.0,"[0.25987127178783687,0.7401287282121631]"
257,0.0,1.0,"[0.25987127178783687,0.7401287282121631]"
258,0.0,1.0,"[0.27057551749957165,0.7294244825004284]"
259,0.0,1.0,"[0.27331378460205996,0.7266862153979401]"
260,0.0,1.0,"[0.27057551749957165,0.7294244825004284]"
261,0.0,1.0,"[0.27331378460205996,0.7266862153979401]"
262,0.0,1.0,"[0.28659019777479583,0.7134098022252042]"
263,0.0,1.0,"[0.25987127178783687,0.7401287282121631]"
264,0.0,1.0,"[0.25987127178783687,0.7401287282121631]"
265,0.0,1.0,"[0.28659019777479583,0.7134098022252042]"
266,0.0,1.0,"[0.1222227744594002,0.8777772255405998]"
267,0.0,1.0,"[0.11645054868635188,0.8835494513136481]"
268,0.0,1.0,"[0.11645054868635188,0.8835494513136481]"
269,0.0,1.0,"[0.1222227744594002,0.8777772255405998]"
270,0.0,1.0,"[0.1310341869281527,0.8689658130718473]"
271,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
272,0.0,0.0,"[0.9562323705309332,0.04376762946906676]"
273,0.0,0.0,"[0.9562323705309332,0.04376762946906676]"
274,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
275,0.0,0.0,"[0.9562457774774038,0.0437542225225962]"
276,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
277,0.0,0.0,"[0.9534783572285148,0.04652164277148518]"
278,0.0,0.0,"[0.9532996016774495,0.04670039832255046]"
279,0.0,0.0,"[0.9533760107147978,0.04662398928520217]"
280,0.0,0.0,"[0.9532996016774495,0.04670039832255046]"
281,0.0,0.0,"[0.9537243649292365,0.04627563507076349]"
282,0.0,0.0,"[0.9538001126693618,0.04619988733063818]"
283,0.0,0.0,"[0.9537243649292365,0.04627563507076349]"
284,0.0,0.0,"[0.9537583708311677,0.04624162916883234]"
285,0.0,0.0,"[0.9539354552009072,0.04606454479909283]"
286,0.0,0.0,"[0.9478117810497171,0.052188218950282916]"
287,0.0,0.0,"[0.9476526556135322,0.05234734438646782]"
288,0.0,0.0,"[0.9479222487351104,0.05207775126488956]"
289,0.0,0.0,"[0.9480805995609835,0.05191940043901655]"
290,0.0,0.0,"[0.9479222487351104,0.05207775126488956]"
291,0.0,0.0,"[0.9479290908508392,0.05207090914916079]"
292,0.0,0.0,"[0.9479290908508392,0.05207090914916079]"
293,0.0,0.0,"[0.948087422011506,0.051912577988494024]"
294,0.0,0.0,"[0.9479290908508392,0.05207090914916079]"
295,0.0,0.0,"[0.948087422011506,0.051912577988494024]"
296,0.0,0.0,"[0.948087422011506,0.051912577988494024]"
297,0.0,0.0,"[0.9479290908508392,0.05207090914916079]"
298,0.0,0.0,"[0.9481949171726822,0.05180508282731777]"
299,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
300,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
301,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
302,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
303,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
304,0.0,0.0,"[0.9481949171726822,0.05180508282731777]"
305,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
306,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
307,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
308,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
309,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
310,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
311,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
312,0.0,0.0,"[0.8335334176683779,0.16646658233162215]"
313,0.0,0.0,"[0.8335334176683779,0.16646658233162215]"
314,0.0,0.0,"[0.7960821510916319,0.20391784890836806]"
315,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
316,0.0,0.0,"[0.6706807032671169,0.32931929673288307]"
317,0.0,0.0,"[0.5869982906938963,0.4130017093061037]"
318,0.0,0.0,"[0.9650416328487735,0.034958367151226466]"
319,0.0,0.0,"[0.9694899241843867,0.03051007581561327]"
320,0.0,0.0,"[0.9691921426659046,0.030807857334095412]"
321,0.0,0.0,"[0.9691921426659046,0.030807857334095412]"
322,0.0,0.0,"[0.8924175816704998,0.10758241832950022]"
323,0.0,0.0,"[0.879815963154038,0.12018403684596202]"
324,0.0,0.0,"[0.8674424868548349,0.13255751314516506]"
325,0.0,0.0,"[0.8674424868548349,0.13255751314516506]"
326,0.0,0.0,"[0.8677671005325851,0.1322328994674149]"
327,0.0,0.0,"[0.8635706540926472,0.13642934590735278]"
328,0.0,0.0,"[0.8635706540926472,0.13642934590735278]"
329,0.0,0.0,"[0.8498101618284467,0.1501898381715533]"
330,0.0,0.0,"[0.8639032617145312,0.13609673828546875]"
331,0.0,0.0,"[0.8498101618284467,0.1501898381715533]"
332,0.0,0.0,"[0.7186847403381065,0.2813152596618935]"
333,0.0,0.0,"[0.7413369086752216,0.2586630913247784]"
334,0.0,0.0,"[0.7413369086752216,0.2586630913247784]"
335,0.0,0.0,"[0.7002076355609267,0.2997923644390733]"
336,0.0,1.0,"[0.45728408022829803,0.542715919771702]"
337,0.0,1.0,"[0.42961131695766436,0.5703886830423357]"
338,0.0,1.0,"[0.45728408022829803,0.542715919771702]"
339,0.0,1.0,"[0.43404591660523584,0.5659540833947642]"
340,0.0,1.0,"[0.43404591660523584,0.5659540833947642]"
341,0.0,1.0,"[0.42961131695766436,0.5703886830423357]"
342,0.0,1.0,"[0.30778312540592834,0.6922168745940717]"
343,0.0,1.0,"[0.26492753670911295,0.735072463290887]"
344,0.0,1.0,"[0.2807365867342831,0.719263413265717]"
345,0.0,1.0,"[0.27170475637696084,0.7282952436230392]"
346,0.0,1.0,"[0.269990088653626,0.730009911346374]"
347,0.0,1.0,"[0.11731139818143438,0.8826886018185656]"
348,0.0,1.0,"[0.10930669926454624,0.8906933007354537]"
349,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
350,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
351,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
352,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
353,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
354,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
355,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
356,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
357,0.0,0.0,"[0.953477847060648,0.046522152939352024]"
358,0.0,0.0,"[0.9534783572285148,0.04652164277148518]"
359,0.0,0.0,"[0.9534783572285148,0.04652164277148518]"
360,0.0,0.0,"[0.9539354552009072,0.04606454479909283]"
361,0.0,0.0,"[0.9539354552009072,0.04606454479909283]"
362,0.0,0.0,"[0.9462433095355315,0.053756690464468515]"
363,0.0,0.0,"[0.9465095388148858,0.053490461185114246]"
364,0.0,0.0,"[0.9476717918310981,0.052328208168901935]"
365,0.0,0.0,"[0.9478117810497171,0.052188218950282916]"
366,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
367,0.0,0.0,"[0.879815963154038,0.12018403684596202]"
368,0.0,0.0,"[0.879815963154038,0.12018403684596202]"
369,0.0,0.0,"[0.8674424868548349,0.13255751314516506]"
370,0.0,0.0,"[0.8677671005325851,0.1322328994674149]"
371,0.0,0.0,"[0.8677671005325851,0.1322328994674149]"
372,0.0,0.0,"[0.8493305596389686,0.15066944036103136]"
373,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
374,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
375,0.0,0.0,"[0.9305525282089017,0.06944747179109834]"
376,0.0,0.0,"[0.9229451225956359,0.07705487740436412]"
377,0.0,0.0,"[0.9119461369121535,0.08805386308784646]"
378,0.0,0.0,"[0.9205459583742052,0.07945404162579484]"
379,0.0,0.0,"[0.9205459583742052,0.07945404162579484]"
380,0.0,0.0,"[0.8404494932762978,0.1595505067237022]"
381,0.0,0.0,"[0.8579826335184546,0.1420173664815454]"
382,0.0,0.0,"[0.7539212924054736,0.24607870759452644]"
383,0.0,0.0,"[0.6171541764531172,0.3828458235468828]"
384,0.0,0.0,"[0.5560818124927206,0.4439181875072794]"
385,0.0,0.0,"[0.5560818124927206,0.4439181875072794]"
386,0.0,0.0,"[0.9648470263868181,0.035152973613181926]"
387,0.0,0.0,"[0.8674424868548349,0.13255751314516506]"
388,0.0,0.0,"[0.8674424868548349,0.13255751314516506]"
389,0.0,0.0,"[0.8674424868548349,0.13255751314516506]"
390,0.0,0.0,"[0.8493305596389686,0.15066944036103136]"
391,0.0,0.0,"[0.8297618603758445,0.17023813962415546]"
392,0.0,0.0,"[0.8297618603758445,0.17023813962415546]"
393,0.0,0.0,"[0.8498101618284467,0.1501898381715533]"
394,0.0,0.0,"[0.8297618603758445,0.17023813962415546]"
395,0.0,0.0,"[0.8515668441472998,0.14843315585270023]"
396,0.0,0.0,"[0.6875681085323093,0.3124318914676907]"
397,0.0,0.0,"[0.6875681085323093,0.3124318914676907]"
398,0.0,0.0,"[0.6646833083522502,0.3353166916477498]"
399,0.0,1.0,"[0.3875864348865563,0.6124135651134437]"
400,0.0,1.0,"[0.42961131695766436,0.5703886830423357]"
401,0.0,1.0,"[0.3483182780970234,0.6516817219029766]"
402,0.0,1.0,"[0.3514642192572144,0.6485357807427856]"
403,0.0,1.0,"[0.25622313248048506,0.7437768675195149]"
404,0.0,1.0,"[0.27170475637696084,0.7282952436230392]"
405,0.0,1.0,"[0.27170475637696084,0.7282952436230392]"
406,0.0,1.0,"[0.269990088653626,0.730009911346374]"
407,0.0,1.0,"[0.26415812609326567,0.7358418739067343]"
408,0.0,1.0,"[0.261478581387059,0.738521418612941]"
409,0.0,1.0,"[0.24638251876932404,0.753617481230676]"
410,0.0,1.0,"[0.261478581387059,0.738521418612941]"
411,0.0,1.0,"[0.261478581387059,0.738521418612941]"
412,0.0,1.0,"[0.261478581387059,0.738521418612941]"
413,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
414,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
415,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
416,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
417,0.0,0.0,"[0.9562457774774038,0.0437542225225962]"
418,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
419,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
420,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
421,0.0,0.0,"[0.9563421129063615,0.04365788709363849]"
422,0.0,0.0,"[0.9563917477571204,0.043608252242879564]"
423,0.0,0.0,"[0.9521665364402356,0.047833463559764366]"
424,0.0,0.0,"[0.9534783572285148,0.04652164277148518]"
425,0.0,0.0,"[0.9539015732317611,0.04609842676823894]"
426,0.0,0.0,"[0.9539354552009072,0.04606454479909283]"
427,0.0,0.0,"[0.948087422011506,0.051912577988494024]"
428,0.0,0.0,"[0.948087422011506,0.051912577988494024]"
429,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
430,0.0,0.0,"[0.9483524840791488,0.05164751592085115]"
431,0.0,0.0,"[0.8493305596389686,0.15066944036103136]"
432,0.0,0.0,"[0.8493305596389686,0.15066944036103136]"
433,0.0,0.0,"[0.9119461369121535,0.08805386308784646]"
434,0.0,0.0,"[0.9119461369121535,0.08805386308784646]"
435,0.0,0.0,"[0.9119461369121535,0.08805386308784646]"
436,0.0,0.0,"[0.9229451225956359,0.07705487740436412]"
437,0.0,0.0,"[0.8008508866048075,0.19914911339519248]"
438,0.0,0.0,"[0.8942012435841059,0.10579875641589409]"
