,label,prediction,probability
41,0.0,1.0,"[0.4084641587972232,0.5915358412027768]"
42,0.0,1.0,"[0.40607669489869214,0.5939233051013079]"
43,0.0,1.0,"[0.40496934087264375,0.5950306591273563]"
44,0.0,1.0,"[0.40114724735320845,0.5988527526467916]"
45,0.0,1.0,"[0.3989845928948109,0.6010154071051891]"
46,0.0,1.0,"[0.39674446372097416,0.6032555362790258]"
47,0.0,1.0,"[0.39480228349220203,0.605197716507798]"
48,0.0,1.0,"[0.3926097956081031,0.607390204391897]"
49,0.0,1.0,"[0.3907579526406892,0.6092420473593108]"
50,0.0,1.0,"[0.38614572413668924,0.6138542758633109]"
51,0.0,1.0,"[0.38551778820144494,0.6144822117985551]"
52,0.0,1.0,"[0.38226142775449945,0.6177385722455007]"
53,0.0,1.0,"[0.38230275802225866,0.6176972419777415]"
54,0.0,1.0,"[0.37747854658445135,0.6225214534155487]"
55,0.0,1.0,"[0.3770219307872027,0.6229780692127972]"
56,0.0,1.0,"[0.3750753205169058,0.6249246794830944]"
57,0.0,1.0,"[0.3759848222899621,0.6240151777100378]"
58,0.0,1.0,"[0.370328368115782,0.629671631884218]"
59,0.0,1.0,"[0.37073903043017,0.62926096956983]"
60,0.0,1.0,"[0.36917498135900706,0.6308250186409929]"
61,0.0,1.0,"[0.3699569326458371,0.6300430673541628]"
62,0.0,1.0,"[0.3699569326458371,0.6300430673541628]"
63,0.0,1.0,"[0.3661382488763694,0.6338617511236306]"
64,0.0,1.0,"[0.3650730237551428,0.6349269762448572]"
65,0.0,1.0,"[0.3612338425382952,0.6387661574617048]"
66,0.0,1.0,"[0.3612338425382952,0.6387661574617048]"
67,0.0,1.0,"[0.35907907538019185,0.6409209246198081]"
68,0.0,1.0,"[0.35838742643656174,0.6416125735634383]"
69,0.0,1.0,"[0.35587485757492826,0.6441251424250718]"
70,0.0,1.0,"[0.35324812864797656,0.6467518713520234]"
71,0.0,1.0,"[0.3535311229318286,0.6464688770681714]"
72,0.0,1.0,"[0.35248217991025915,0.6475178200897409]"
73,0.0,1.0,"[0.35151608309616383,0.6484839169038361]"
74,0.0,1.0,"[0.34842362741898497,0.651576372581015]"
75,0.0,1.0,"[0.34606310807176177,0.6539368919282383]"
76,0.0,1.0,"[0.3455427069569806,0.6544572930430194]"
77,0.0,1.0,"[0.3452236678037677,0.6547763321962323]"
78,0.0,1.0,"[0.3452236678037677,0.6547763321962323]"
79,0.0,1.0,"[0.3438284965251064,0.6561715034748936]"
80,0.0,1.0,"[0.3424357765520066,0.6575642234479934]"
81,0.0,1.0,"[0.3423553635074213,0.6576446364925788]"
82,0.0,1.0,"[0.34064867549102734,0.6593513245089727]"
83,0.0,1.0,"[0.3377204948875381,0.662279505112462]"
84,0.0,1.0,"[0.3377204948875381,0.662279505112462]"
85,0.0,1.0,"[0.3322134598203318,0.6677865401796682]"
86,0.0,1.0,"[0.3292045533972392,0.6707954466027608]"
87,0.0,1.0,"[0.3292045533972392,0.6707954466027608]"
88,0.0,1.0,"[0.32784159013085984,0.6721584098691402]"
89,0.0,1.0,"[0.326947426348611,0.673052573651389]"
90,0.0,1.0,"[0.32609288256760566,0.6739071174323944]"
91,0.0,1.0,"[0.3178069983065333,0.6821930016934666]"
92,0.0,1.0,"[0.30426425643709093,0.695735743562909]"
93,0.0,1.0,"[0.304301233118319,0.6956987668816809]"
94,0.0,1.0,"[0.3006131186715211,0.6993868813284789]"
95,0.0,1.0,"[0.2990562605412426,0.7009437394587574]"
96,0.0,1.0,"[0.2931318678385157,0.7068681321614843]"
97,0.0,1.0,"[0.2777217264342883,0.7222782735657117]"
98,0.0,1.0,"[0.2756376424206366,0.7243623575793634]"
99,0.0,1.0,"[0.2680192230268129,0.731980776973187]"
100,0.0,1.0,"[0.26405469148233773,0.7359453085176623]"
101,0.0,1.0,"[0.2620696865680168,0.7379303134319831]"
102,0.0,1.0,"[0.26111549788227145,0.7388845021177286]"
103,0.0,1.0,"[0.2590761799022424,0.7409238200977576]"
104,0.0,1.0,"[0.2516235048920172,0.7483764951079828]"
105,0.0,1.0,"[0.2479183691239084,0.7520816308760916]"
106,0.0,1.0,"[0.2468995286433037,0.7531004713566963]"
107,0.0,1.0,"[0.24441257510842596,0.755587424891574]"
108,0.0,1.0,"[0.24415197774166797,0.7558480222583319]"
109,0.0,1.0,"[0.24340338173292064,0.7565966182670795]"
110,0.0,1.0,"[0.2333393905008929,0.7666606094991071]"
111,0.0,1.0,"[0.22544389189442157,0.7745561081055784]"
112,0.0,1.0,"[0.22455197856408812,0.7754480214359118]"
113,0.0,1.0,"[0.20242225601880642,0.7975777439811936]"
114,0.0,1.0,"[0.1767380001654692,0.8232619998345307]"
115,0.0,1.0,"[0.14832167696144483,0.8516783230385552]"
116,0.0,0.0,"[0.8032793572873763,0.19672064271262366]"
117,0.0,0.0,"[0.8035297520000863,0.19647024799991375]"
118,0.0,0.0,"[0.8035573673704659,0.1964426326295341]"
119,0.0,0.0,"[0.8013471639545912,0.19865283604540887]"
120,0.0,0.0,"[0.8002766674885124,0.1997233325114875]"
121,0.0,0.0,"[0.7980951846444226,0.20190481535557736]"
122,0.0,0.0,"[0.7967833005799203,0.20321669942007967]"
123,0.0,0.0,"[0.7964400946758583,0.20355990532414175]"
124,0.0,0.0,"[0.7951486845928889,0.20485131540711107]"
125,0.0,0.0,"[0.7948035728290627,0.2051964271709372]"
126,0.0,0.0,"[0.7939665333524945,0.20603346664750546]"
127,0.0,0.0,"[0.7936770573709521,0.206322942629048]"
128,0.0,0.0,"[0.7893661013711402,0.2106338986288598]"
129,0.0,0.0,"[0.7893358202743402,0.21066417972565982]"
130,0.0,0.0,"[0.7882773730699005,0.21172262693009955]"
131,0.0,0.0,"[0.7805457761069206,0.21945422389307945]"
132,0.0,0.0,"[0.7811794757233242,0.21882052427667575]"
133,0.0,0.0,"[0.7720847230469652,0.2279152769530348]"
134,0.0,0.0,"[0.7663175177861085,0.2336824822138916]"
135,0.0,0.0,"[0.7611887133553081,0.2388112866446919]"
136,0.0,0.0,"[0.7602878447200875,0.23971215527991252]"
137,0.0,0.0,"[0.7556245322698134,0.24437546773018656]"
138,0.0,0.0,"[0.7548415766535705,0.24515842334642954]"
139,0.0,0.0,"[0.7455436534457599,0.2544563465542401]"
140,0.0,0.0,"[0.730701746570562,0.26929825342943803]"
141,0.0,0.0,"[0.7120771736841582,0.28792282631584176]"
142,0.0,0.0,"[0.7098636850829944,0.29013631491700564]"
143,0.0,0.0,"[0.6937567196210531,0.3062432803789469]"
144,0.0,0.0,"[0.6886699074087276,0.3113300925912724]"
145,0.0,0.0,"[0.6872293229142524,0.31277067708574763]"
146,0.0,0.0,"[0.6872293229142524,0.31277067708574763]"
147,0.0,0.0,"[0.6862414261647436,0.3137585738352564]"
148,0.0,0.0,"[0.6862414261647436,0.3137585738352564]"
149,0.0,0.0,"[0.6738727922453703,0.32612720775462956]"
150,0.0,0.0,"[0.9141684597728847,0.08583154022711528]"
151,0.0,0.0,"[0.651461997484128,0.34853800251587197]"
152,0.0,0.0,"[0.6494945056437579,0.3505054943562422]"
153,0.0,0.0,"[0.6397069172613757,0.36029308273862415]"
154,0.0,0.0,"[0.6358316318995301,0.3641683681004699]"
155,0.0,0.0,"[0.5559365786271325,0.4440634213728675]"
156,0.0,1.0,"[0.43476281726829147,0.5652371827317085]"
157,0.0,1.0,"[0.43476286061433944,0.5652371393856606]"
158,0.0,1.0,"[0.43424244430788556,0.5657575556921145]"
159,0.0,1.0,"[0.43372230290902175,0.5662776970909782]"
160,0.0,1.0,"[0.4332021992104473,0.5667978007895527]"
161,0.0,0.0,"[0.8052521569199435,0.1947478430800565]"
162,0.0,0.0,"[0.6336526147724206,0.3663473852275794]"
163,0.0,0.0,"[0.570778773647285,0.429221226352715]"
164,0.0,0.0,"[0.5665783574703606,0.43342164252963944]"
165,0.0,0.0,"[0.5606287516995327,0.43937124830046725]"
166,0.0,0.0,"[0.5596712963008255,0.4403287036991746]"
167,0.0,0.0,"[0.5565358382630773,0.44346416173692277]"
168,0.0,0.0,"[0.5450918814208523,0.45490811857914776]"
169,0.0,0.0,"[0.5324572122182797,0.46754278778172026]"
170,0.0,1.0,"[0.49697068905036007,0.5030293109496399]"
171,0.0,0.0,"[0.8585656356046644,0.14143436439533572]"
172,0.0,0.0,"[0.8558649590825131,0.1441350409174869]"
173,0.0,0.0,"[0.5159254452760138,0.48407455472398625]"
174,0.0,0.0,"[0.5600019813517292,0.43999801864827076]"
175,0.0,1.0,"[0.4594696154482538,0.5405303845517462]"
176,0.0,1.0,"[0.45841775134795576,0.5415822486520443]"
177,0.0,1.0,"[0.45841779513969905,0.541582204860301]"
178,0.0,1.0,"[0.45841786082731545,0.5415821391726845]"
179,0.0,1.0,"[0.45828574424954216,0.5417142557504578]"
180,0.0,1.0,"[0.45828576614444405,0.541714233855556]"
181,0.0,1.0,"[0.45775995209934767,0.5422400479006524]"
182,0.0,1.0,"[0.45775999588136534,0.5422400041186347]"
183,0.0,1.0,"[0.45793538139638207,0.542064618603618]"
184,0.0,1.0,"[0.45793538139638207,0.542064618603618]"
185,0.0,1.0,"[0.45727777744277875,0.5427222225572212]"
186,0.0,1.0,"[0.45767137231638283,0.5423286276836172]"
187,0.0,1.0,"[0.4566202785770455,0.5433797214229545]"
188,0.0,1.0,"[0.4567956171668236,0.5432043828331764]"
189,0.0,1.0,"[0.45574475702798894,0.544255242972011]"
190,0.0,1.0,"[0.4566636614277876,0.5433363385722123]"
191,0.0,1.0,"[0.45526285724019244,0.5447371427598076]"
192,0.0,1.0,"[0.4556562395121764,0.5443437604878236]"
193,0.0,1.0,"[0.4535992659055944,0.5464007340944057]"
194,0.0,1.0,"[0.4532494007277087,0.5467505992722914]"
195,0.0,1.0,"[0.44983981640474857,0.5501601835952514]"
196,0.0,1.0,"[0.45062492970321955,0.5493750702967805]"
197,0.0,1.0,"[0.45040719547048474,0.5495928045295153]"
198,0.0,1.0,"[0.4486150708039703,0.5513849291960297]"
199,0.0,1.0,"[0.4486583647058312,0.5513416352941687]"
200,0.0,1.0,"[0.4466069977835727,0.5533930022164274]"
201,0.0,1.0,"[0.44434036083101036,0.5556596391689896]"
202,0.0,1.0,"[0.442815368170492,0.5571846318295081]"
203,0.0,1.0,"[0.442858464866925,0.5571415351330752]"
204,0.0,1.0,"[0.44233602853909626,0.5576639714609037]"
205,0.0,1.0,"[0.44116018617348135,0.5588398138265186]"
206,0.0,1.0,"[0.441160273145598,0.5588397268544019]"
207,0.0,1.0,"[0.43868040714223305,0.5613195928577669]"
208,0.0,1.0,"[0.43937609332158906,0.560623906678411]"
209,0.0,1.0,"[0.43859253307879315,0.5614074669212068]"
210,0.0,1.0,"[0.4330795297998762,0.5669204702001238]"
211,0.0,1.0,"[0.43130450430238315,0.5686954956976168]"
212,0.0,1.0,"[0.431390300866828,0.5686096991331719]"
213,0.0,1.0,"[0.4263314889921333,0.5736685110078666]"
214,0.0,1.0,"[0.42443167018087397,0.5755683298191261]"
215,0.0,1.0,"[0.4221467514763083,0.5778532485236916]"
216,0.0,1.0,"[0.4197803519292636,0.5802196480707364]"
217,0.0,1.0,"[0.4117603819823682,0.5882396180176318]"
218,0.0,1.0,"[0.40783177415835403,0.592168225841646]"
219,0.0,1.0,"[0.4071080485092257,0.5928919514907742]"
220,0.0,1.0,"[0.40634038849998777,0.5936596115000122]"
221,0.0,1.0,"[0.4051492503800459,0.594850749619954]"
222,0.0,1.0,"[0.4051493141448027,0.5948506858551973]"
223,0.0,1.0,"[0.3991214615812629,0.6008785384187372]"
224,0.0,1.0,"[0.3983174950585936,0.6016825049414064]"
225,0.0,1.0,"[0.3963725685007807,0.6036274314992193]"
226,0.0,1.0,"[0.39641433988883823,0.6035856601111617]"
227,0.0,1.0,"[0.39447276109789553,0.6055272389021045]"
228,0.0,1.0,"[0.3919880343305135,0.6080119656694866]"
229,0.0,1.0,"[0.3871595596833549,0.6128404403166451]"
230,0.0,1.0,"[0.38669869593109996,0.6133013040689002]"
231,0.0,1.0,"[0.38435576833781776,0.6156442316621822]"
232,0.0,1.0,"[0.3828948259435947,0.6171051740564053]"
233,0.0,1.0,"[0.37144813051264636,0.6285518694873536]"
234,0.0,1.0,"[0.37095392887011397,0.6290460711298861]"
235,0.0,1.0,"[0.37095392887011397,0.6290460711298861]"
236,0.0,1.0,"[0.3705006316742249,0.6294993683257751]"
237,0.0,1.0,"[0.3664326391415414,0.6335673608584586]"
238,0.0,1.0,"[0.364305016130864,0.635694983869136]"
239,0.0,1.0,"[0.36291572875559586,0.6370842712444041]"
240,0.0,1.0,"[0.36364951257911493,0.6363504874208851]"
241,0.0,1.0,"[0.3606322881791282,0.6393677118208718]"
242,0.0,1.0,"[0.355680076083881,0.644319923916119]"
243,0.0,1.0,"[0.35454881236649854,0.6454511876335015]"
244,0.0,1.0,"[0.3535800636367213,0.6464199363632788]"
245,0.0,1.0,"[0.35176579490846804,0.648234205091532]"
246,0.0,1.0,"[0.34927393526181144,0.6507260647381886]"
247,0.0,1.0,"[0.3480708722690547,0.6519291277309454]"
248,0.0,1.0,"[0.33603211253995596,0.6639678874600441]"
249,0.0,1.0,"[0.33276978464721924,0.6672302153527807]"
250,0.0,1.0,"[0.3319865884119616,0.6680134115880383]"
251,0.0,1.0,"[0.32874414829613247,0.6712558517038676]"
252,0.0,1.0,"[0.32808310920415007,0.6719168907958499]"
253,0.0,1.0,"[0.32342994137362463,0.6765700586263754]"
254,0.0,1.0,"[0.3229269803254364,0.6770730196745637]"
255,0.0,1.0,"[0.3106611755994354,0.6893388244005647]"
256,0.0,1.0,"[0.3097922169478982,0.6902077830521018]"
257,0.0,1.0,"[0.30851002027465496,0.6914899797253451]"
258,0.0,1.0,"[0.30114038906186164,0.6988596109381383]"
259,0.0,1.0,"[0.29854608639354346,0.7014539136064565]"
260,0.0,1.0,"[0.29559641133089815,0.7044035886691019]"
261,0.0,1.0,"[0.29515564716433845,0.7048443528356616]"
262,0.0,1.0,"[0.2931762573988071,0.7068237426011929]"
263,0.0,1.0,"[0.2906206624374675,0.7093793375625325]"
264,0.0,1.0,"[0.28519132022870225,0.7148086797712977]"
265,0.0,1.0,"[0.27907773853557344,0.7209222614644265]"
266,0.0,1.0,"[0.23051522664171595,0.769484773358284]"
267,0.0,1.0,"[0.2305772289136599,0.76942277108634]"
268,0.0,1.0,"[0.22948281273241117,0.7705171872675889]"
269,0.0,1.0,"[0.22235131028657712,0.7776486897134229]"
270,0.0,1.0,"[0.19595026891077852,0.8040497310892214]"
271,0.0,0.0,"[0.8194359664849488,0.18056403351505118]"
272,0.0,0.0,"[0.8189131962537685,0.18108680374623154]"
273,0.0,0.0,"[0.8179951962557164,0.18200480374428374]"
274,0.0,0.0,"[0.8182571411022617,0.18174285889773834]"
275,0.0,0.0,"[0.8163063248276184,0.1836936751723815]"
276,0.0,0.0,"[0.8169667601455897,0.18303323985441042]"
277,0.0,0.0,"[0.8045645570849606,0.19543544291503953]"
278,0.0,0.0,"[0.804009112428695,0.19599088757130506]"
279,0.0,0.0,"[0.8031726730114932,0.1968273269885068]"
280,0.0,0.0,"[0.8007619547583764,0.1992380452416236]"
281,0.0,0.0,"[0.7998023922120746,0.20019760778792536]"
282,0.0,0.0,"[0.797730515598413,0.20226948440158696]"
283,0.0,0.0,"[0.7981859525652637,0.20181404743473635]"
284,0.0,0.0,"[0.7971888579019845,0.20281114209801554]"
285,0.0,0.0,"[0.7964452712639447,0.2035547287360554]"
286,0.0,0.0,"[0.79243673267332,0.20756326732667998]"
287,0.0,0.0,"[0.7881663104575942,0.21183368954240583]"
288,0.0,0.0,"[0.7874875070339805,0.21251249296601954]"
289,0.0,0.0,"[0.7887245560190078,0.21127544398099224]"
290,0.0,0.0,"[0.7854416356610613,0.21455836433893874]"
291,0.0,0.0,"[0.7813070334985104,0.21869296650148956]"
292,0.0,0.0,"[0.7721531332034652,0.22784686679653474]"
293,0.0,0.0,"[0.7684665197138388,0.2315334802861612]"
294,0.0,0.0,"[0.7689687655331561,0.2310312344668439]"
295,0.0,0.0,"[0.7588756815541995,0.24112431844580048]"
296,0.0,0.0,"[0.7570291941630598,0.24297080583694028]"
297,0.0,0.0,"[0.7568674412671452,0.24313255873285472]"
298,0.0,0.0,"[0.7408332728714698,0.25916672712853017]"
299,0.0,0.0,"[0.7311946739339764,0.26880532606602353]"
300,0.0,0.0,"[0.7148982792351377,0.28510172076486223]"
301,0.0,0.0,"[0.7103062627432406,0.2896937372567594]"
302,0.0,0.0,"[0.708632212249928,0.291367787750072]"
303,0.0,0.0,"[0.6806339405530728,0.31936605944692714]"
304,0.0,0.0,"[0.6795590880267531,0.32044091197324687]"
305,0.0,0.0,"[0.6784039901290565,0.3215960098709435]"
306,0.0,0.0,"[0.669988058191821,0.3300119418081791]"
307,0.0,0.0,"[0.66268781493968,0.33731218506031996]"
308,0.0,0.0,"[0.6165007188380422,0.3834992811619577]"
309,0.0,0.0,"[0.586806458555175,0.41319354144482495]"
310,0.0,0.0,"[0.5694977706735637,0.43050222932643645]"
311,0.0,0.0,"[0.5518877449496881,0.4481122550503119]"
312,0.0,1.0,"[0.4587681052171131,0.5412318947828869]"
313,0.0,1.0,"[0.4587681052171131,0.5412318947828869]"
314,0.0,1.0,"[0.45916207280394544,0.5408379271960545]"
315,0.0,0.0,"[0.8202699712304009,0.17973002876959907]"
316,0.0,0.0,"[0.6552197648858181,0.344780235114182]"
317,0.0,1.0,"[0.4941992045256789,0.505800795474321]"
318,0.0,0.0,"[0.907858894528728,0.092141105471272]"
319,0.0,0.0,"[0.9011510509318478,0.09884894906815223]"
320,0.0,0.0,"[0.7638743682171178,0.23612563178288223]"
321,0.0,0.0,"[0.7638743682171178,0.23612563178288223]"
322,0.0,0.0,"[0.6723564551663155,0.3276435448336846]"
323,0.0,1.0,"[0.49048340567984416,0.5095165943201558]"
324,0.0,1.0,"[0.4899541279920534,0.5100458720079466]"
325,0.0,1.0,"[0.4899541720709833,0.5100458279290165]"
326,0.0,1.0,"[0.4898213851967033,0.5101786148032967]"
327,0.0,1.0,"[0.4884538109228739,0.5115461890771261]"
328,0.0,1.0,"[0.4874392843090927,0.5125607156909073]"
329,0.0,1.0,"[0.48691021846654986,0.5130897815334502]"
330,0.0,1.0,"[0.4883646850833199,0.5116353149166801]"
331,0.0,1.0,"[0.4843524475803018,0.5156475524196982]"
332,0.0,1.0,"[0.4828531110939457,0.5171468889060543]"
333,0.0,1.0,"[0.4843070079951888,0.5156929920048112]"
334,0.0,1.0,"[0.4832928469664661,0.5167071530335339]"
335,0.0,1.0,"[0.47972270085179447,0.5202772991482055]"
336,0.0,1.0,"[0.471225102031277,0.5287748979687231]"
337,0.0,1.0,"[0.46915846483580087,0.5308415351641991]"
338,0.0,1.0,"[0.4666960660061073,0.5333039339938928]"
339,0.0,1.0,"[0.4605050391572404,0.5394949608427595]"
340,0.0,1.0,"[0.4539763459166573,0.5460236540833426]"
341,0.0,1.0,"[0.4515277401732717,0.5484722598267283]"
342,0.0,1.0,"[0.44149225512066126,0.5585077448793387]"
343,0.0,1.0,"[0.4249327634144937,0.5750672365855062]"
344,0.0,1.0,"[0.4235959998742909,0.576404000125709]"
345,0.0,1.0,"[0.4171010003468152,0.5828989996531848]"
346,0.0,1.0,"[0.39800509118566796,0.601994908814332]"
347,0.0,1.0,"[0.29221207596031523,0.7077879240396848]"
348,0.0,1.0,"[0.2462375491600813,0.7537624508399188]"
349,0.0,0.0,"[0.8383417083703163,0.16165829162968368]"
350,0.0,0.0,"[0.8382696703051536,0.16173032969484635]"
351,0.0,0.0,"[0.8369253669630888,0.16307463303691125]"
352,0.0,0.0,"[0.8377183136703779,0.16228168632962217]"
353,0.0,0.0,"[0.8366112480715688,0.1633887519284312]"
354,0.0,0.0,"[0.8358378237199946,0.16416217628000537]"
355,0.0,0.0,"[0.8357648642506192,0.16423513574938073]"
356,0.0,0.0,"[0.834354549760017,0.16564545023998303]"
357,0.0,0.0,"[0.8272830682374613,0.17271693176253874]"
358,0.0,0.0,"[0.8249235066408371,0.1750764933591629]"
359,0.0,0.0,"[0.8219983680534361,0.17800163194656382]"
360,0.0,0.0,"[0.8177478809985701,0.18225211900142982]"
361,0.0,0.0,"[0.8150491634500234,0.18495083654997652]"
362,0.0,0.0,"[0.8147561436939609,0.1852438563060391]"
363,0.0,0.0,"[0.814142479692858,0.18585752030714195]"
364,0.0,0.0,"[0.8140884471205188,0.18591155287948136]"
365,0.0,0.0,"[0.8119689104304353,0.18803108956956469]"
366,0.0,0.0,"[0.6987530665135916,0.30124693348640835]"
367,0.0,1.0,"[0.4920275072210293,0.5079724927789707]"
368,0.0,1.0,"[0.4914982808190069,0.5085017191809931]"
369,0.0,1.0,"[0.4909689191829326,0.5090310808170674]"
370,0.0,1.0,"[0.490836166032735,0.509163833967265]"
371,0.0,1.0,"[0.490836166032735,0.509163833967265]"
372,0.0,1.0,"[0.49030682991313923,0.5096931700868608]"
373,0.0,0.0,"[0.8377431057666247,0.16225689423337528]"
374,0.0,0.0,"[0.8385328791917377,0.16146712080826234]"
375,0.0,0.0,"[0.6997472233235925,0.3002527766764075]"
376,0.0,0.0,"[0.6984106732083795,0.3015893267916205]"
377,0.0,0.0,"[0.6972198355315319,0.30278016446846806]"
378,0.0,0.0,"[0.6972566891973079,0.3027433108026922]"
379,0.0,0.0,"[0.6942666884340954,0.3057333115659046]"
380,0.0,0.0,"[0.6893729853331013,0.31062701466689874]"
381,0.0,0.0,"[0.6889567084996903,0.3110432915003097]"
382,0.0,0.0,"[0.6845890457338545,0.31541095426614546]"
383,0.0,0.0,"[0.6193109122063353,0.38068908779366467]"
384,0.0,0.0,"[0.5560498202835972,0.44395017971640266]"
385,0.0,0.0,"[0.510996913125151,0.4890030868748489]"
386,0.0,0.0,"[0.920195831734658,0.07980416826534197]"
387,0.0,1.0,"[0.48783617382704353,0.5121638261729564]"
388,0.0,1.0,"[0.4867779620362684,0.5132220379637316]"
389,0.0,1.0,"[0.4867779620362684,0.5132220379637316]"
390,0.0,1.0,"[0.4892909009685445,0.5107090990314554]"
391,0.0,1.0,"[0.48827611897479906,0.5117238810252009]"
392,0.0,1.0,"[0.48827616304728566,0.5117238369527144]"
393,0.0,1.0,"[0.48527811725650943,0.5147218827434905]"
394,0.0,1.0,"[0.48567435563195854,0.5143256443680414]"
395,0.0,1.0,"[0.4837349823088326,0.5162650176911674]"
396,0.0,1.0,"[0.4806041900846708,0.5193958099153292]"
397,0.0,1.0,"[0.48117654466487425,0.5188234553351256]"
398,0.0,1.0,"[0.47756386981866755,0.5224361301813325]"
399,0.0,1.0,"[0.4623919686476742,0.5376080313523258]"
400,0.0,1.0,"[0.4615581450168995,0.5384418549831004]"
401,0.0,1.0,"[0.4439309311878921,0.5560690688121078]"
402,0.0,1.0,"[0.4423631808087424,0.5576368191912576]"
403,0.0,1.0,"[0.4258387193748485,0.5741612806251515]"
404,0.0,1.0,"[0.423941313077836,0.576058686922164]"
405,0.0,1.0,"[0.4077304399984095,0.5922695600015905]"
406,0.0,1.0,"[0.37867392120752613,0.6213260787924739]"
407,0.0,1.0,"[0.37192771736301833,0.6280722826369817]"
408,0.0,1.0,"[0.3611058110616069,0.6388941889383931]"
409,0.0,1.0,"[0.36102358363050213,0.6389764163694979]"
410,0.0,1.0,"[0.34585507459943116,0.6541449254005689]"
411,0.0,1.0,"[0.3349148089050285,0.6650851910949716]"
412,0.0,1.0,"[0.31703532605667534,0.6829646739433246]"
413,0.0,0.0,"[0.8365388830935613,0.16346111690643877]"
414,0.0,0.0,"[0.8363457639269533,0.16365423607304672]"
415,0.0,0.0,"[0.8359828167821416,0.16401718321785835]"
416,0.0,0.0,"[0.8352070764523898,0.1647929235476102]"
417,0.0,0.0,"[0.8346232551325463,0.16537674486745363]"
418,0.0,0.0,"[0.834842090496654,0.16515790950334586]"
419,0.0,0.0,"[0.8346474116073961,0.16535258839260394]"
420,0.0,0.0,"[0.8340862236224521,0.1659137763775479]"
421,0.0,0.0,"[0.8317517390412154,0.16824826095878462]"
422,0.0,0.0,"[0.832072359061287,0.16792764093871307]"
423,0.0,0.0,"[0.8301149798998818,0.16988502010011813]"
424,0.0,0.0,"[0.8237224074683337,0.17627759253166628]"
425,0.0,0.0,"[0.8171682961260158,0.18283170387398426]"
426,0.0,0.0,"[0.8150220732378671,0.18497792676213287]"
427,0.0,0.0,"[0.7982036972185371,0.2017963027814629]"
428,0.0,0.0,"[0.7932677611493155,0.20673223885068437]"
429,0.0,0.0,"[0.749337760576723,0.25066223942327714]"
430,0.0,0.0,"[0.6533756774464348,0.3466243225535652]"
431,0.0,1.0,"[0.4892471434407585,0.5107528565592415]"
432,0.0,1.0,"[0.4887180083577087,0.5112819916422913]"
433,0.0,0.0,"[0.6927651062306432,0.30723489376935675]"
434,0.0,0.0,"[0.691448486477121,0.30855151352287896]"
435,0.0,0.0,"[0.6914485052929733,0.3085514947070267]"
436,0.0,0.0,"[0.613699426185915,0.386300573814085]"
437,0.0,0.0,"[0.6031845424880699,0.3968154575119301]"
438,0.0,1.0,"[0.4758059548447795,0.5241940451552205]"
