,label,prediction,probability
108,0.0,0.0,"[0.6104959233319673,0.38950407666803266]"
109,0.0,0.0,"[0.8987115334615497,0.1012884665384503]"
110,0.0,0.0,"[0.5372951652308549,0.4627048347691451]"
111,0.0,0.0,"[0.5371869437318134,0.4628130562681867]"
112,0.0,0.0,"[0.5371869409684678,0.4628130590315323]"
113,0.0,0.0,"[0.5364927362730421,0.463507263726958]"
114,0.0,0.0,"[0.5364927052761193,0.46350729472388064]"
115,0.0,0.0,"[0.5356900789870703,0.4643099210129296]"
116,0.0,0.0,"[0.535690073457954,0.4643099265420459]"
117,0.0,0.0,"[0.5356900700993908,0.4643099299006091]"
118,0.0,0.0,"[0.5348872594829426,0.46511274051705737]"
119,0.0,0.0,"[0.534084335633513,0.4659156643664869]"
120,0.0,0.0,"[0.5340842901921122,0.4659157098078877]"
121,0.0,0.0,"[0.5339759752020878,0.4660240247979121]"
122,0.0,0.0,"[0.5332811132073629,0.466718886792637]"
123,0.0,0.0,"[0.5332811070801514,0.4667188929198486]"
124,0.0,0.0,"[0.5324777458748101,0.46752225412518983]"
125,0.0,0.0,"[0.532477743107818,0.4675222568921819]"
126,0.0,0.0,"[0.5323693733453875,0.4676306266546126]"
127,0.0,0.0,"[0.531674287805091,0.46832571219490904]"
128,0.0,0.0,"[0.5315658495767052,0.46843415042329484]"
129,0.0,0.0,"[0.5308705911150141,0.46912940888498594]"
130,0.0,0.0,"[0.5308705883468904,0.4691294116531096]"
131,0.0,0.0,"[0.5291542592301743,0.47084574076982566]"
132,0.0,0.0,"[0.5291542592301743,0.47084574076982566]"
133,0.0,0.0,"[0.5284585793773736,0.47154142062262644]"
134,0.0,0.0,"[0.5284585793773736,0.47154142062262644]"
135,0.0,0.0,"[0.5283500942857489,0.47164990571425114]"
136,0.0,0.0,"[0.5283500942857489,0.47164990571425114]"
137,0.0,0.0,"[0.527654289645283,0.47234571035471695]"
138,0.0,0.0,"[0.5276542868750672,0.47234571312493284]"
139,0.0,0.0,"[0.5268499024531718,0.47315009754682824]"
140,0.0,0.0,"[0.5251320271087555,0.4748679728912445]"
141,0.0,0.0,"[0.5228257393910916,0.47717426060890844]"
142,0.0,0.0,"[0.5227170460035986,0.4772829539964014]"
143,0.0,0.0,"[0.5219118256078349,0.4780881743921651]"
144,0.0,0.0,"[0.5204097183220807,0.47959028167791934]"
145,0.0,0.0,"[0.5204096949372874,0.47959030506271255]"
146,0.0,0.0,"[0.519604231117864,0.480395768882136]"
147,0.0,0.0,"[0.5194955383830965,0.4805044616169035]"
148,0.0,0.0,"[0.5194954927989526,0.4805045072010474]"
149,0.0,0.0,"[0.5171869555875663,0.4828130444124336]"
150,0.0,0.0,"[0.5147689127065133,0.48523108729348674]"
151,0.0,0.0,"[0.5139627692181834,0.48603723078181665]"
152,0.0,0.0,"[0.5131565352210524,0.4868434647789475]"
153,0.0,0.0,"[0.511543840419992,0.48845615958000804]"
154,0.0,0.0,"[0.5115438376427571,0.4884561623572429]"
155,0.0,0.0,"[0.5083178240509711,0.4916821759490289]"
156,0.0,0.0,"[0.5002502658536891,0.49974973414631085]"
157,0.0,1.0,"[0.4994433956705007,0.5005566043294993]"
158,0.0,1.0,"[0.4986365974631366,0.5013634025368633]"
159,0.0,1.0,"[0.49540936778732403,0.504590632212676]"
160,0.0,1.0,"[0.4921825717887797,0.5078174282112202]"
161,0.0,1.0,"[0.46561083351633975,0.5343891664836603]"
162,0.0,1.0,"[0.4551881922071929,0.5448118077928071]"
163,0.0,1.0,"[0.44719692808160866,0.5528030719183913]"
164,0.0,1.0,"[0.44002788631675055,0.5599721136832494]"
165,0.0,1.0,"[0.425767474165335,0.574232525834665]"
166,0.0,1.0,"[0.4091814074511214,0.5908185925488786]"
167,0.0,1.0,"[0.39367342183179765,0.6063265781682025]"
168,0.0,1.0,"[0.36108172245918385,0.6389182775408162]"
169,0.0,0.0,"[0.8664745786044236,0.13352542139557647]"
170,0.0,0.0,"[0.8372317150066312,0.1627682849933687]"
171,0.0,0.0,"[0.5380974292672084,0.4619025707327916]"
172,0.0,0.0,"[0.5380974292672084,0.4619025707327916]"
173,0.0,0.0,"[0.5380973860477088,0.46190261395229115]"
174,0.0,0.0,"[0.5379892340598802,0.46201076594011986]"
175,0.0,0.0,"[0.5379892340598802,0.46201076594011986]"
176,0.0,0.0,"[0.5379892196529032,0.46201078034709686]"
177,0.0,0.0,"[0.5379892141275526,0.46201078587244737]"
178,0.0,0.0,"[0.5379892141275526,0.46201078587244737]"
179,0.0,0.0,"[0.5379891770255725,0.46201082297442747]"
180,0.0,0.0,"[0.5379891770255725,0.46201082297442747]"
181,0.0,0.0,"[0.5379891770255725,0.46201082297442747]"
182,0.0,0.0,"[0.5379891687375464,0.4620108312624535]"
183,0.0,0.0,"[0.7496003159131215,0.25039968408687857]"
184,0.0,0.0,"[0.7471694466049683,0.25283055339503163]"
185,0.0,0.0,"[0.7069643437499847,0.29303565625001515]"
186,0.0,0.0,"[0.6981978689171734,0.30180213108282655]"
187,0.0,0.0,"[0.6913541197578527,0.3086458802421473]"
188,0.0,0.0,"[0.6709377476366791,0.3290622523633208]"
189,0.0,0.0,"[0.6681778655274359,0.3318221344725642]"
190,0.0,1.0,"[0.4806624392714875,0.5193375607285126]"
191,0.0,1.0,"[0.4326544893564063,0.5673455106435936]"
192,0.0,0.0,"[0.8119243712205617,0.18807562877943831]"
193,0.0,0.0,"[0.5416901921603479,0.45830980783965203]"
194,0.0,0.0,"[0.5416901921603479,0.45830980783965203]"
195,0.0,0.0,"[0.5416901921603479,0.45830980783965203]"
196,0.0,0.0,"[0.5416901921603479,0.45830980783965203]"
197,0.0,0.0,"[0.5416901894009503,0.45830981059904974]"
198,0.0,0.0,"[0.5415821387184508,0.45841786128154915]"
199,0.0,0.0,"[0.5415821160495521,0.458417883950448]"
200,0.0,0.0,"[0.540888892805878,0.4591111071941219]"
201,0.0,0.0,"[0.5407807818131561,0.45921921818684397]"
202,0.0,0.0,"[0.540780750857537,0.45921924914246304]"
203,0.0,0.0,"[0.5400873503939765,0.4599126496060235]"
204,0.0,0.0,"[0.5399792145360361,0.4600207854639639]"
205,0.0,0.0,"[0.5399792056599539,0.46002079434004606]"
206,0.0,0.0,"[0.5392855944395026,0.4607144055604974]"
207,0.0,0.0,"[0.5391773971818952,0.46082260281810494]"
208,0.0,0.0,"[0.5384836700799193,0.4615163299200807]"
209,0.0,0.0,"[0.5384836158165428,0.46151638418345714]"
210,0.0,0.0,"[0.5368791413499749,0.463120858650025]"
211,0.0,0.0,"[0.5367708643885463,0.46322913561145374]"
212,0.0,0.0,"[0.5359683341576502,0.4640316658423498]"
213,0.0,0.0,"[0.5336678451055485,0.4663321548944515]"
214,0.0,0.0,"[0.5304538450016512,0.46954615499834884]"
215,0.0,0.0,"[0.5295413828924765,0.47045861710752357]"
216,0.0,0.0,"[0.5287373191686711,0.47126268083132894]"
217,0.0,0.0,"[0.5232134013634928,0.4767865986365071]"
218,0.0,0.0,"[0.5206889000077553,0.47931109999224475]"
219,0.0,0.0,"[0.5199921046560313,0.48000789534396865]"
220,0.0,0.0,"[0.5190777586713651,0.4809222413286349]"
221,0.0,0.0,"[0.5167691275578977,0.48323087244210233]"
222,0.0,0.0,"[0.515854406734095,0.48414559326590506]"
223,0.0,0.0,"[0.5135447692409773,0.4864552307590228]"
224,0.0,0.0,"[0.5135447230243196,0.48645527697568025]"
225,0.0,0.0,"[0.506286265759398,0.49371373424060205]"
226,0.0,0.0,"[0.5062862546462906,0.4937137453537093]"
227,0.0,0.0,"[0.5046728002870244,0.4953271997129756]"
228,0.0,0.0,"[0.5022523733174533,0.4977476266825468]"
229,0.0,0.0,"[0.5014455658995933,0.4985544341004066]"
230,0.0,0.0,"[0.5013366730460608,0.4986633269539393]"
231,0.0,0.0,"[0.5005298629634809,0.499470137036519]"
232,0.0,1.0,"[0.4998318947671958,0.5001681052328042]"
233,0.0,1.0,"[0.4908488587834406,0.5091511412165594]"
234,0.0,1.0,"[0.49015115754427513,0.5098488424557248]"
235,0.0,1.0,"[0.49015115754427513,0.5098488424557248]"
236,0.0,1.0,"[0.4894535063788968,0.5105464936211033]"
237,0.0,1.0,"[0.48542190925379297,0.514578090746207]"
238,0.0,1.0,"[0.48542190925379297,0.514578090746207]"
239,0.0,1.0,"[0.48461580896625095,0.515384191033749]"
240,0.0,1.0,"[0.48289506560782086,0.5171049343921792]"
241,0.0,1.0,"[0.4788668661138869,0.521133133886113]"
242,0.0,1.0,"[0.4764512184345487,0.5235487815654513]"
243,0.0,1.0,"[0.4756461968954918,0.5243538031045082]"
244,0.0,1.0,"[0.47564617412287125,0.5243538258771286]"
245,0.0,1.0,"[0.47494989613689176,0.5250501038631081]"
246,0.0,1.0,"[0.47323203088795496,0.5267679691120449]"
247,0.0,1.0,"[0.4701235542662049,0.5298764457337952]"
248,0.0,1.0,"[0.46680064774839647,0.5331993522516034]"
249,0.0,1.0,"[0.46519446001858406,0.5348055399814159]"
250,0.0,1.0,"[0.4643916385119375,0.5356083614880626]"
251,0.0,1.0,"[0.46358897939007243,0.5364110206099275]"
252,0.0,1.0,"[0.46278651382308444,0.5372134861769156]"
253,0.0,1.0,"[0.46198426427536454,0.5380157357246355]"
254,0.0,1.0,"[0.4595786642895456,0.5404213357104544]"
255,0.0,1.0,"[0.45797591099008145,0.5420240890099185]"
256,0.0,1.0,"[0.45717494369962824,0.5428250563003717]"
257,0.0,1.0,"[0.4563741353232688,0.5436258646767311]"
258,0.0,1.0,"[0.453281098257399,0.5467189017426011]"
259,0.0,1.0,"[0.4515742179354414,0.5484257820645586]"
260,0.0,1.0,"[0.4515741980754373,0.5484258019245627]"
261,0.0,1.0,"[0.4515741980754373,0.5484258019245627]"
262,0.0,1.0,"[0.4507750615814134,0.5492249384185866]"
263,0.0,1.0,"[0.44837916062475613,0.5516208393752439]"
264,0.0,1.0,"[0.4459856786905336,0.5540143213094664]"
265,0.0,1.0,"[0.4420021879174656,0.5579978120825344]"
266,0.0,1.0,"[0.4340579474942136,0.5659420525057864]"
267,0.0,1.0,"[0.4340579414467818,0.5659420585532181]"
268,0.0,1.0,"[0.4324730367128742,0.5675269632871258]"
269,0.0,1.0,"[0.43078275644433156,0.5692172435556685]"
270,0.0,1.0,"[0.42772668758549925,0.5722733124145007]"
271,0.0,1.0,"[0.4236751822343539,0.576324817765646]"
272,0.0,1.0,"[0.42052621063022366,0.5794737893697763]"
273,0.0,1.0,"[0.41503114225851556,0.5849688577414844]"
274,0.0,1.0,"[0.405765713122755,0.594234286877245]"
275,0.0,1.0,"[0.40177622438302685,0.5982237756169732]"
276,0.0,1.0,"[0.401105337601423,0.5988946623985771]"
277,0.0,1.0,"[0.3856004416319335,0.6143995583680665]"
278,0.0,1.0,"[0.38188739695671575,0.6181126030432843]"
279,0.0,1.0,"[0.38102320146073015,0.6189767985392698]"
280,0.0,1.0,"[0.35772431146066225,0.6422756885393377]"
281,0.0,1.0,"[0.34521948723657814,0.6547805127634219]"
282,0.0,1.0,"[0.32235747841661067,0.6776425215833893]"
283,0.0,1.0,"[0.3166493535162892,0.6833506464837107]"
284,0.0,1.0,"[0.315951428709643,0.684048571290357]"
285,0.0,1.0,"[0.3152543844581838,0.6847456155418162]"
286,0.0,0.0,"[0.8628803037275534,0.13711969627244652]"
287,0.0,0.0,"[0.8493730785657565,0.15062692143424342]"
288,0.0,0.0,"[0.8456191263602171,0.15438087363978287]"
289,0.0,0.0,"[0.8147519352783779,0.1852480647216222]"
290,0.0,0.0,"[0.814264300465571,0.18573569953442906]"
291,0.0,0.0,"[0.8022639119392735,0.19773608806072662]"
292,0.0,0.0,"[0.7453774600534361,0.25462253994656386]"
293,0.0,0.0,"[0.5424913500216598,0.45750864997834023]"
294,0.0,0.0,"[0.5424913472630117,0.45750865273698815]"
295,0.0,0.0,"[0.5424913301183886,0.4575086698816115]"
296,0.0,0.0,"[0.5424912958291418,0.4575087041708583]"
297,0.0,0.0,"[0.5424912958291418,0.4575087041708583]"
298,0.0,0.0,"[0.755895943881995,0.24410405611800498]"
299,0.0,0.0,"[0.715327943709017,0.28467205629098297]"
300,0.0,0.0,"[0.6869406954735757,0.3130593045264242]"
301,0.0,0.0,"[0.6868470970524312,0.31315290294756876]"
302,0.0,0.0,"[0.6867534369502962,0.3132465630497037]"
303,0.0,0.0,"[0.6735094096994321,0.326490590300568]"
304,0.0,0.0,"[0.6735094096994321,0.326490590300568]"
305,0.0,0.0,"[0.6735093817640617,0.3264906182359382]"
306,0.0,0.0,"[0.6699511563389786,0.3300488436610214]"
307,0.0,0.0,"[0.6692371662881947,0.33076283371180526]"
308,0.0,0.0,"[0.6656554449613649,0.33434455503863514]"
309,0.0,0.0,"[0.640064368759701,0.35993563124029904]"
310,0.0,0.0,"[0.6340949512878303,0.3659050487121697]"
311,0.0,0.0,"[0.6258195808122078,0.37418041918779216]"
312,0.0,1.0,"[0.37862503630192823,0.6213749636980717]"
313,0.0,0.0,"[0.807188434865163,0.19281156513483694]"
314,0.0,0.0,"[0.5400592529089083,0.45994074709109173]"
315,0.0,0.0,"[0.5400592473871492,0.45994075261285083]"
316,0.0,0.0,"[0.5400592103092855,0.4599407896907145]"
317,0.0,0.0,"[0.5392574958750098,0.46074250412499024]"
318,0.0,0.0,"[0.539257464904193,0.460742535095807]"
319,0.0,0.0,"[0.5392574505028944,0.4607425494971055]"
320,0.0,0.0,"[0.5384555417732108,0.46154445822678924]"
321,0.0,0.0,"[0.5384555417732108,0.46154445822678924]"
322,0.0,0.0,"[0.5384555046765518,0.4615444953234482]"
323,0.0,0.0,"[0.5368509965983759,0.4631490034016242]"
324,0.0,0.0,"[0.5360484741438676,0.4639515258561324]"
325,0.0,0.0,"[0.5360484342561669,0.4639515657438331]"
326,0.0,0.0,"[0.5344428537489349,0.4655571462510651]"
327,0.0,0.0,"[0.5320330266045861,0.467966973395414]"
328,0.0,0.0,"[0.5312294082874198,0.4687705917125801]"
329,0.0,0.0,"[0.5311210122680244,0.4688789877319756]"
330,0.0,0.0,"[0.5304256884778071,0.46957431152219287]"
331,0.0,0.0,"[0.5280133830465349,0.4719866169534651]"
332,0.0,0.0,"[0.5271004891017509,0.472899510898249]"
333,0.0,0.0,"[0.5264045450783224,0.47359545492167765]"
334,0.0,0.0,"[0.5264045450783224,0.47359545492167765]"
335,0.0,0.0,"[0.5247951130971931,0.47520488690280693]"
336,0.0,0.0,"[0.5238815935128593,0.47611840648714066]"
337,0.0,0.0,"[0.5198551841122698,0.4801448158877301]"
338,0.0,0.0,"[0.5167408546008613,0.48325914539913867]"
339,0.0,0.0,"[0.5151288515402035,0.48487114845979645]"
340,0.0,0.0,"[0.5127102072582165,0.4872897927417835]"
341,0.0,0.0,"[0.512710192776953,0.48728980722304704]"
342,0.0,0.0,"[0.5102909959958344,0.4897090040041656]"
343,0.0,0.0,"[0.5093756865203525,0.4906243134796476]"
344,0.0,0.0,"[0.5086779546546829,0.4913220453453171]"
345,0.0,0.0,"[0.5085691223225542,0.4914308776774458]"
346,0.0,0.0,"[0.5046444841108704,0.49535551588912957]"
347,0.0,1.0,"[0.4981899606748297,0.5018100393251704]"
348,0.0,1.0,"[0.49738319257311475,0.5026168074268852]"
349,0.0,1.0,"[0.49738319257311475,0.5026168074268852]"
350,0.0,1.0,"[0.4949627706812117,0.5050372293187884]"
351,0.0,1.0,"[0.4933493725296414,0.5066506274703586]"
352,0.0,1.0,"[0.49334932906545054,0.5066506709345494]"
353,0.0,1.0,"[0.48850997579174166,0.5114900242082583]"
354,0.0,1.0,"[0.48770358486988946,0.5122964151301105]"
355,0.0,1.0,"[0.4828668168470683,0.5171331831529318]"
356,0.0,1.0,"[0.4820610397970385,0.5179389602029615]"
357,0.0,1.0,"[0.4748131605720466,0.5251868394279533]"
358,0.0,1.0,"[0.46998693336831493,0.5300130666316851]"
359,0.0,1.0,"[0.46356082210268484,0.5364391778973152]"
360,0.0,1.0,"[0.45955058785136293,0.5404494121486372]"
361,0.0,1.0,"[0.4571469070318961,0.5428530929681039]"
362,0.0,1.0,"[0.4547451287954885,0.5452548712045114]"
363,0.0,1.0,"[0.4531451745252311,0.5468548254747689]"
364,0.0,1.0,"[0.4531451601618532,0.5468548398381468]"
365,0.0,1.0,"[0.4498403834810162,0.5501596165189839]"
366,0.0,1.0,"[0.44436345998089244,0.5556365400191076]"
367,0.0,1.0,"[0.43879286740089407,0.5612071325991059]"
368,0.0,1.0,"[0.43799821451555254,0.5620017854844475]"
369,0.0,1.0,"[0.43799821451555254,0.5620017854844475]"
370,0.0,1.0,"[0.4324452375385232,0.5675547624614767]"
371,0.0,1.0,"[0.42927965990630335,0.5707203400936967]"
372,0.0,1.0,"[0.42690918884129275,0.5730908111587073]"
373,0.0,1.0,"[0.4190325314472762,0.5809674685527237]"
374,0.0,1.0,"[0.4119785391781822,0.5880214608218178]"
375,0.0,1.0,"[0.40651686091768496,0.593483139082315]"
376,0.0,1.0,"[0.4049605218602091,0.5950394781397909]"
377,0.0,1.0,"[0.3848093798234727,0.6151906201765273]"
378,0.0,1.0,"[0.3848093798234727,0.6151906201765273]"
379,0.0,1.0,"[0.36365175633574987,0.6363482436642501]"
380,0.0,0.0,"[0.8692306207074403,0.13076937929255975]"
381,0.0,0.0,"[0.8688633299119433,0.13113667008805674]"
382,0.0,0.0,"[0.8643872822934944,0.13561271770650565]"
383,0.0,0.0,"[0.8137585656825996,0.1862414343174004]"
384,0.0,0.0,"[0.8127120830921484,0.18728791690785157]"
385,0.0,0.0,"[0.5408608342080906,0.45913916579190933]"
386,0.0,0.0,"[0.5408608115337621,0.45913918846623797]"
387,0.0,0.0,"[0.5408607772257391,0.459139222774261]"
388,0.0,0.0,"[0.5408607772257391,0.459139222774261]"
389,0.0,0.0,"[0.5408607772257391,0.459139222774261]"
390,0.0,0.0,"[0.5408607772257391,0.459139222774261]"
391,0.0,0.0,"[0.5408607573115687,0.4591392426884313]"
392,0.0,0.0,"[0.5408607573115687,0.4591392426884313]"
393,0.0,0.0,"[0.5407526287572838,0.4592473712427162]"
394,0.0,0.0,"[0.8695970174619192,0.1304029825380809]"
395,0.0,0.0,"[0.6930363134201654,0.3069636865798346]"
396,0.0,0.0,"[0.6584093255830193,0.3415906744169806]"
397,0.0,0.0,"[0.9194567360154071,0.08054326398459276]"
398,0.0,0.0,"[0.6120022663262533,0.3879977336737466]"
399,0.0,0.0,"[0.5401955327154272,0.4598044672845729]"
400,0.0,0.0,"[0.5401955210792067,0.45980447892079335]"
401,0.0,0.0,"[0.5400873402826383,0.4599126597173617]"
402,0.0,0.0,"[0.5400873375217837,0.45991266247821627]"
403,0.0,0.0,"[0.5392856214126003,0.4607143785873998]"
404,0.0,0.0,"[0.5392855505934703,0.4607144494065298]"
405,0.0,0.0,"[0.5369873976096208,0.46301260239037934]"
406,0.0,0.0,"[0.533776214578452,0.46622378542154796]"
407,0.0,0.0,"[0.5297584182361723,0.4702415817638277]"
408,0.0,0.0,"[0.5297583982591281,0.4702416017408719]"
409,0.0,0.0,"[0.5289543549311492,0.4710456450688507]"
410,0.0,0.0,"[0.5241270261053516,0.4758729738946484]"
411,0.0,0.0,"[0.5192951785455606,0.4807048214544394]"
412,0.0,0.0,"[0.5168778483541511,0.483122151645849]"
413,0.0,0.0,"[0.5120409588558579,0.4879590411441421]"
414,0.0,0.0,"[0.5103192785409837,0.48968072145901637]"
415,0.0,0.0,"[0.5096215717230136,0.49037842827698647]"
416,0.0,0.0,"[0.5096215717230136,0.49037842827698647]"
417,0.0,0.0,"[0.50951276849044,0.49048723150956]"
418,0.0,0.0,"[0.5070929641442085,0.4929070358557916]"
419,0.0,0.0,"[0.5062862272045314,0.4937137727954686]"
420,0.0,0.0,"[0.5039748496092332,0.4960251503907668]"
421,0.0,1.0,"[0.495797795118151,0.5042022048818491]"
422,0.0,1.0,"[0.4901511501491075,0.5098488498508925]"
423,0.0,1.0,"[0.48934468478939336,0.5106553152106067]"
424,0.0,1.0,"[0.4749499259811581,0.5250500740188419]"
425,0.0,1.0,"[0.4628947971374747,0.5371052028625253]"
426,0.0,1.0,"[0.458777173969916,0.541222826030084]"
427,0.0,1.0,"[0.4175954629898467,0.5824045370101534]"
428,0.0,1.0,"[0.40576570330748324,0.5942342966925167]"
429,0.0,1.0,"[0.39030167823912876,0.6096983217608712]"
430,0.0,1.0,"[0.3475100442491992,0.6524899557508009]"
431,0.0,0.0,"[0.5425994120738452,0.45740058792615484]"
432,0.0,0.0,"[0.5425994059640403,0.4574005940359596]"
433,0.0,0.0,"[0.5424913371597548,0.4575086628402452]"
434,0.0,0.0,"[0.5424913316424588,0.4575086683575413]"
435,0.0,0.0,"[0.5424913144978354,0.45750868550216456]"
436,0.0,0.0,"[0.6930603824935339,0.3069396175064661]"
437,0.0,0.0,"[0.6452523623519169,0.35474763764808315]"
438,0.0,0.0,"[0.6030960361196342,0.39690396388036575]"
