FullDate	IsCanceled
20160804	14.0
20160805	21.0
20160806	19.0
20160807	20.0
20160808	22.0
20160809	10.0
20160810	19.0
20160811	19.0
20160812	22.0
20160813	37.0
20160814	17.0
20160815	28.0
20160816	25.0
20160817	18.0
20160818	23.0
20160819	9.0
20160820	25.0
20160821	10.0
20160822	23.0
20160823	10.0
20160824	14.0
20160825	19.0
20160826	24.0
20160827	18.0
20160828	16.0
20160829	19.0
20160830	13.0
20160831	7.0
20160901	23.0
20160902	20.0
20160903	8.0
20160904	14.0
20160905	12.0
20160906	5.0
20160907	57.0
20160908	12.0
20160909	10.0
20160910	11.0
20160911	25.0
20160912	13.0
20160913	5.0
20160914	6.0
20160915	5.0
20160916	9.0
20160917	4.0
20160918	11.0
20160919	24.0
20160920	15.0
20160921	35.0
20160922	11.0
20160923	18.0
20160924	15.0
20160925	9.0
20160926	29.0
20160927	6.0
20160928	10.0
20160929	4.0
20160930	29.0
20161001	25.0
20161002	6.0
20161003	13.0
20161004	7.0
20161005	11.0
20161006	32.0
20161007	8.0
20161008	41.0
20161009	39.0
20161010	3.0
20161011	7.0
20161012	7.0
20161013	2.0
20161014	3.0
20161015	24.0
20161016	31.0
20161017	19.0
20161018	21.0
20161019	12.0
20161020	17.0
20161021	23.0
20161022	59.0
20161023	10.0
20161024	20.0
20161025	9.0
20161026	18.0
20161027	35.0
20161028	22.0
20161029	20.0
20161030	12.0
20161031	11.0
20161101	22.0
20161102	9.0
20161103	20.0
20161104	8.0
20161105	29.0
20161106	8.0
20161107	8.0
20161108	8.0
20161109	2.0
20161110	15.0
20161111	12.0
20161112	17.0
20161113	0.0
20161114	8.0
20161115	1.0
20161116	4.0
20161117	12.0
20161118	9.0
20161119	5.0
20161120	2.0
20161121	10.0
20161122	4.0
20161123	6.0
20161124	7.0
20161125	8.0
20161126	22.0
20161127	4.0
20161128	2.0
20161129	8.0
20161130	6.0
20161201	7.0
20161202	5.0
20161203	42.0
20161204	1.0
20161205	11.0
20161206	6.0
20161207	7.0
20161208	20.0
20161209	3.0
20161210	9.0
20161211	3.0
20161212	4.0
20161213	2.0
20161214	1.0
20161215	5.0
20161216	6.0
20161217	15.0
20161218	4.0
20161219	7.0
20161220	14.0
20161221	8.0
20161222	15.0
20161223	20.0
20161224	16.0
20161225	2.0
20161226	21.0
20161227	7.0
20161228	8.0
20161229	6.0
20161230	43.0
20161231	8.0
20170101	10.0
20170102	13.0
20170103	7.0
20170104	8.0
20170105	4.0
20170106	5.0
20170107	7.0
20170108	5.0
20170109	5.0
20170110	2.0
20170111	8.0
20170112	5.0
20170113	3.0
20170114	14.0
20170115	1.0
20170116	18.0
20170117	5.0
20170118	2.0
20170119	7.0
20170120	8.0
20170121	2.0
20170122	4.0
20170123	6.0
20170124	3.0
20170125	2.0
20170126	4.0
20170127	12.0
20170128	20.0
20170129	4.0
20170130	8.0
20170131	4.0
20170201	5.0
20170202	8.0
20170203	7.0
20170204	15.0
20170205	4.0
20170206	11.0
20170207	7.0
20170208	6.0
20170209	3.0
20170210	43.0
20170211	17.0
20170212	8.0
20170213	13.0
20170214	11.0
20170215	4.0
20170216	12.0
20170217	22.0
20170218	26.0
20170219	17.0
20170220	9.0
20170221	7.0
20170222	21.0
20170223	19.0
20170224	22.0
20170225	33.0
20170226	6.0
20170227	5.0
20170228	27.0
20170301	25.0
20170302	1.0
20170303	6.0
20170304	7.0
20170305	30.0
20170306	5.0
20170307	5.0
20170308	5.0
20170309	48.0
20170310	7.0
20170311	26.0
20170312	8.0
20170313	9.0
20170314	34.0
20170315	9.0
20170316	4.0
20170317	6.0
20170318	13.0
20170319	6.0
20170320	4.0
20170321	0.0
20170322	3.0
20170323	2.0
20170324	25.0
20170325	9.0
20170326	8.0
20170327	50.0
20170328	10.0
20170329	8.0
20170330	9.0
20170331	12.0
20170401	8.0
20170402	8.0
20170403	26.0
20170404	5.0
20170405	14.0
20170406	13.0
20170407	9.0
20170408	34.0
20170409	43.0
20170410	16.0
20170411	12.0
20170412	12.0
20170413	39.0
20170414	39.0
20170415	18.0
20170416	27.0
20170417	19.0
20170418	11.0
20170419	5.0
20170420	8.0
20170421	9.0
20170422	25.0
20170423	9.0
20170424	3.0
20170425	12.0
20170426	3.0
20170427	11.0
20170428	15.0
20170429	53.0
20170430	31.0
20170501	13.0
20170502	12.0
20170503	31.0
20170504	38.0
20170505	31.0
20170506	11.0
20170507	10.0
20170508	13.0
20170509	27.0
20170510	16.0
20170511	13.0
20170512	8.0
20170513	19.0
20170514	14.0
20170515	8.0
20170516	5.0
20170517	14.0
20170518	12.0
20170519	11.0
20170520	15.0
20170521	17.0
20170522	10.0
20170523	11.0
20170524	9.0
20170525	43.0
20170526	17.0
20170527	23.0
20170528	31.0
20170529	7.0
20170530	23.0
20170531	33.0
20170601	22.0
20170602	37.0
20170603	49.0
20170604	12.0
20170605	19.0
20170606	10.0
20170607	11.0
20170608	28.0
20170609	20.0
20170610	17.0
20170611	24.0
20170612	17.0
20170613	12.0
20170614	22.0
20170615	27.0
20170616	29.0
20170617	21.0
20170618	28.0
20170619	18.0
20170620	12.0
20170621	12.0
20170622	21.0
20170623	11.0
20170624	29.0
20170625	34.0
20170626	29.0
20170627	12.0
20170628	12.0
20170629	13.0
20170630	23.0
20170701	38.0
20170702	23.0
20170703	30.0
20170704	19.0
20170705	15.0
20170706	14.0
20170707	14.0
20170708	16.0
20170709	14.0
20170710	21.0
20170711	24.0
20170712	19.0
20170713	14.0
20170714	19.0
20170715	28.0
20170716	21.0
20170717	33.0
20170718	17.0
20170719	11.0
20170720	15.0
20170721	15.0
20170722	38.0
20170723	17.0
20170724	29.0
20170725	14.0
20170726	23.0
20170727	17.0
20170728	24.0
20170729	33.0
20170730	16.0
20170731	29.0
20170801	28.0
20170802	15.0
20170803	25.0
20170804	29.0
20170805	31.0
20170806	31.0
20170807	36.0
20170808	10.0
20170809	8.0
20170810	15.0
20170811	20.0
20170812	20.0
20170813	21.0
20170814	30.0
20170815	20.0
20170816	16.0
20170817	45.0
20170818	23.0
20170819	27.0
20170820	22.0
20170821	26.0
20170822	7.0
20170823	12.0
20170824	28.0
20170825	17.0
20170826	31.0
20170827	21.0
20170828	37.0
20170829	14.0
20170830	14.0
20170831	14.0
