IsCanceled,ArrivalDateYear,ArrivalDateMonth,ArrivalDateDayOfMonth,Order
0,2015,07,05,197
0,2015,07,05,198
1,2015,07,05,199
0,2015,07,05,200
0,2015,07,05,201
0,2015,07,05,202
0,2015,07,05,203
0,2015,07,05,204
0,2015,07,05,205
0,2015,07,05,206
0,2015,07,05,207
1,2015,07,05,208
1,2015,07,05,209
1,2015,07,05,210
0,2015,07,05,211
0,2015,07,05,212
0,2015,07,05,213
0,2015,07,05,214
0,2015,07,05,215
0,2015,07,05,216
0,2015,07,05,217
0,2015,07,05,218
0,2015,07,05,219
0,2015,07,05,220
0,2015,07,05,221
0,2015,07,05,222
0,2015,07,06,223
0,2015,07,06,224
0,2015,07,06,225
0,2015,07,06,226
0,2015,07,06,227
0,2015,07,06,228
0,2015,07,06,229
0,2015,07,06,230
0,2015,07,06,231
0,2015,07,06,232
0,2015,07,06,233
0,2015,07,06,234
0,2015,07,06,235
1,2015,07,06,236
0,2015,07,06,237
0,2015,07,06,238
0,2015,07,06,239
0,2015,07,06,240
0,2015,07,06,241
0,2015,07,06,242
0,2015,07,06,243
1,2015,07,06,244
0,2015,07,06,245
0,2015,07,06,246
1,2015,07,06,247
0,2015,07,06,248
0,2015,07,06,249
0,2015,07,06,250
0,2015,07,06,251
0,2015,07,06,252
0,2015,07,06,253
0,2015,07,06,254
0,2015,07,06,255
0,2015,07,06,256
0,2015,07,06,257
1,2015,07,06,258
1,2015,07,06,259
0,2015,07,06,260
0,2015,07,06,261
0,2015,07,06,262
0,2015,07,06,263
0,2015,07,06,264
0,2015,07,06,265
0,2015,07,06,266
0,2015,07,06,267
1,2015,07,07,268
0,2015,07,07,269
0,2015,07,07,270
0,2015,07,07,271
0,2015,07,07,272
0,2015,07,07,273
0,2015,07,07,274
0,2015,07,07,275
0,2015,07,07,276
0,2015,07,07,277
0,2015,07,07,278
0,2015,07,07,279
1,2015,07,07,280
1,2015,07,07,281
0,2015,07,07,282
1,2015,07,07,283
0,2015,07,07,284
1,2015,07,07,285
1,2015,07,07,286
1,2015,07,07,287
0,2015,07,07,288
1,2015,07,07,289
0,2015,07,07,290
0,2015,07,07,291
0,2015,07,07,292
0,2015,07,07,293
0,2015,07,07,294
0,2015,07,07,295
0,2015,07,07,296
0,2015,07,07,297
0,2015,07,07,298
0,2015,07,07,299
0,2015,07,07,300
0,2015,07,07,301
0,2015,07,07,302
0,2015,07,08,303
0,2015,07,08,304
0,2015,07,08,305
1,2015,07,08,306
0,2015,07,08,307
0,2015,07,08,308
1,2015,07,08,309
0,2015,07,08,310
1,2015,07,08,311
1,2015,07,08,312
0,2015,07,08,313
1,2015,07,08,314
0,2015,07,08,315
1,2015,07,08,316
0,2015,07,08,317
0,2015,07,08,318
0,2015,07,08,319
0,2015,07,08,320
0,2015,07,08,321
0,2015,07,08,322
1,2015,07,08,323
1,2015,07,08,324
0,2015,07,08,325
0,2015,07,08,326
0,2015,07,08,327
0,2015,07,08,328
0,2015,07,08,329
0,2015,07,08,330
0,2015,07,08,331
0,2015,07,09,332
0,2015,07,09,333
0,2015,07,09,334
1,2015,07,09,335
1,2015,07,09,336
1,2015,07,09,337
0,2015,07,09,338
1,2015,07,09,339
1,2015,07,09,340
0,2015,07,09,341
0,2015,07,09,342
0,2015,07,09,343
0,2015,07,09,344
0,2015,07,09,345
0,2015,07,09,346
0,2015,07,09,347
0,2015,07,09,348
1,2015,07,09,349
0,2015,07,09,350
0,2015,07,09,351
0,2015,07,09,352
0,2015,07,09,353
0,2015,07,09,354
0,2015,07,09,355
0,2015,07,09,356
0,2015,07,09,357
0,2015,07,09,358
0,2015,07,09,359
0,2015,07,09,360
0,2015,07,09,361
0,2015,07,09,362
0,2015,07,09,363
0,2015,07,09,364
0,2015,07,09,365
0,2015,07,10,366
0,2015,07,10,367
0,2015,07,10,368
0,2015,07,10,369
0,2015,07,10,370
0,2015,07,10,371
0,2015,07,10,372
0,2015,07,10,373
0,2015,07,10,374
0,2015,07,10,375
0,2015,07,10,376
0,2015,07,10,377
0,2015,07,10,378
0,2015,07,10,379
1,2015,07,10,380
0,2015,07,10,381
0,2015,07,10,382
0,2015,07,10,383
0,2015,07,10,384
0,2015,07,10,385
0,2015,07,10,386
0,2015,07,10,387
0,2015,07,10,388
0,2015,07,10,389
0,2015,07,10,390
0,2015,07,10,391
0,2015,07,10,392
0,2015,07,10,393
0,2015,07,10,394
0,2015,07,10,395
0,2015,07,10,396
0,2015,07,10,397
0,2015,07,10,398
1,2015,07,10,399
0,2015,07,10,400
0,2015,07,10,401
0,2015,07,10,402
0,2015,07,10,403
0,2015,07,10,404
0,2015,07,10,405
0,2015,07,10,406
0,2015,07,10,407
1,2015,07,11,408
0,2015,07,11,409
0,2015,07,11,410
1,2015,07,11,411
0,2015,07,11,412
0,2015,07,11,413
0,2015,07,11,414
1,2015,07,11,415
0,2015,07,11,416
0,2015,07,11,417
0,2015,07,11,418
0,2015,07,11,419
0,2015,07,11,420
0,2015,07,11,421
0,2015,07,11,422
0,2015,07,11,423
0,2015,07,11,424
0,2015,07,11,425
0,2015,07,11,426
0,2015,07,11,427
0,2015,07,11,428
0,2015,07,11,429
1,2015,07,11,430
0,2015,07,11,431
0,2015,07,11,432
0,2015,07,11,433
0,2015,07,11,434
1,2015,07,11,435
1,2015,07,11,436
1,2015,07,11,437
1,2015,07,11,438
1,2015,07,11,439
1,2015,07,11,440
1,2015,07,11,441
0,2015,07,11,442
0,2015,07,11,443
0,2015,07,11,444
0,2015,07,11,445
0,2015,07,11,446
0,2015,07,11,447
0,2015,07,11,448
0,2015,07,12,449
0,2015,07,12,450
0,2015,07,12,451
1,2015,07,12,452
0,2015,07,12,453
0,2015,07,12,454
0,2015,07,12,455
0,2015,07,12,456
1,2015,07,12,457
0,2015,07,12,458
0,2015,07,12,459
0,2015,07,12,460
0,2015,07,12,461
1,2015,07,12,462
0,2015,07,12,463
0,2015,07,12,464
1,2015,07,12,465
0,2015,07,12,466
0,2015,07,12,467
0,2015,07,12,468
0,2015,07,12,469
1,2015,07,12,470
0,2015,07,12,471
0,2015,07,12,472
0,2015,07,12,473
0,2015,07,12,474
0,2015,07,12,475
0,2015,07,12,476
0,2015,07,12,477
0,2015,07,12,478
0,2015,07,12,479
1,2015,07,12,480
0,2015,07,12,481
0,2015,07,12,482
0,2015,07,12,483
0,2015,07,12,484
1,2015,07,12,485
0,2015,07,12,486
0,2015,07,12,487
0,2015,07,12,488
1,2015,07,12,489
0,2015,07,12,490
0,2015,07,12,491
0,2015,07,12,492
0,2015,07,12,493
0,2015,07,13,494
0,2015,07,13,495
1,2015,07,13,496
0,2015,07,13,497
0,2015,07,13,498
0,2015,07,13,499
0,2015,07,13,500
0,2015,07,13,501
0,2015,07,13,502
0,2015,07,13,503
0,2015,07,13,504
1,2015,07,13,505
0,2015,07,13,506
0,2015,07,13,507
0,2015,07,13,508
0,2015,07,13,509
0,2015,07,13,510
0,2015,07,13,511
1,2015,07,13,512
1,2015,07,13,513
0,2015,07,13,514
1,2015,07,13,515
0,2015,07,13,516
1,2015,07,13,517
0,2015,07,13,518
1,2015,07,13,519
0,2015,07,13,520
0,2015,07,13,521
1,2015,07,13,522
1,2015,07,13,523
0,2015,07,13,524
0,2015,07,13,525
0,2015,07,13,526
0,2015,07,13,527
0,2015,07,13,528
1,2015,07,13,529
0,2015,07,13,530
0,2015,07,13,531
0,2015,07,13,532
0,2015,07,13,533
1,2015,07,13,534
1,2015,07,13,535
1,2015,07,13,536
0,2015,07,13,537
0,2015,07,13,538
0,2015,07,13,539
0,2015,07,13,540
0,2015,07,13,541
0,2015,07,13,542
0,2015,07,13,543
0,2015,07,13,544
1,2015,07,14,545
0,2015,07,14,546
0,2015,07,14,547
0,2015,07,14,548
1,2015,07,14,549
0,2015,07,14,550
0,2015,07,14,551
0,2015,07,14,552
0,2015,07,14,553
0,2015,07,14,554
0,2015,07,14,555
1,2015,07,14,556
0,2015,07,14,557
0,2015,07,14,558
1,2015,07,14,559
1,2015,07,14,560
0,2015,07,14,561
0,2015,07,14,562
0,2015,07,14,563
0,2015,07,14,564
0,2015,07,14,565
0,2015,07,14,566
0,2015,07,14,567
0,2015,07,14,568
0,2015,07,14,569
0,2015,07,14,570
0,2015,07,14,571
0,2015,07,14,572
0,2015,07,14,573
1,2015,07,15,574
1,2015,07,15,575
0,2015,07,15,576
1,2015,07,15,577
0,2015,07,15,578
0,2015,07,15,579
0,2015,07,15,580
0,2015,07,15,581
0,2015,07,15,582
0,2015,07,15,583
0,2015,07,15,584
0,2015,07,15,585
0,2015,07,15,586
1,2015,07,15,587
0,2015,07,15,588
0,2015,07,15,589
0,2015,07,15,590
0,2015,07,15,591
0,2015,07,15,592
0,2015,07,15,593
0,2015,07,15,594
0,2015,07,15,595
0,2015,07,15,596
0,2015,07,15,597
0,2015,07,15,598
0,2015,07,15,599
1,2015,07,15,600
1,2015,07,15,601
1,2015,07,15,602
1,2015,07,15,603
1,2015,07,15,604
1,2015,07,15,605
1,2015,07,15,606
1,2015,07,15,607
1,2015,07,15,608
1,2015,07,15,609
1,2015,07,15,610
1,2015,07,15,611
1,2015,07,15,612
1,2015,07,15,613
1,2015,07,15,614
1,2015,07,15,615
1,2015,07,15,616
1,2015,07,15,617
1,2015,07,15,618
1,2015,07,15,619
1,2015,07,15,620
1,2015,07,15,621
1,2015,07,15,622
1,2015,07,15,623
1,2015,07,15,624
0,2015,07,15,625
1,2015,07,15,626
0,2015,07,15,627
0,2015,07,15,628
0,2015,07,15,629
0,2015,07,15,630
0,2015,07,15,631
0,2015,07,15,632
0,2015,07,15,633
1,2015,07,16,634
0,2015,07,16,635
0,2015,07,16,636
1,2015,07,16,637
1,2015,07,16,638
0,2015,07,16,639
0,2015,07,16,640
1,2015,07,16,641
0,2015,07,16,642
0,2015,07,16,643
0,2015,07,16,644
1,2015,07,16,645
1,2015,07,16,646
1,2015,07,16,647
0,2015,07,16,648
0,2015,07,16,649
1,2015,07,16,650
0,2015,07,16,651
0,2015,07,16,652
1,2015,07,16,653
0,2015,07,16,654
1,2015,07,16,655
0,2015,07,16,656
0,2015,07,16,657
0,2015,07,16,658
1,2015,07,16,659
1,2015,07,16,660
0,2015,07,16,661
0,2015,07,16,662
0,2015,07,16,663
0,2015,07,16,664
0,2015,07,16,665
0,2015,07,16,666
0,2015,07,16,667
0,2015,07,16,668
0,2015,07,16,669
0,2015,07,16,670
0,2015,07,16,671
0,2015,07,16,672
0,2015,07,16,673
0,2015,07,16,674
0,2015,07,16,675
0,2015,07,16,676
0,2015,07,16,677
0,2015,07,16,678
0,2015,07,16,679
0,2015,07,16,680
0,2015,07,16,681
0,2015,07,16,682
0,2015,07,16,683
0,2015,07,16,684
0,2015,07,16,685
0,2015,07,17,686
0,2015,07,17,687
0,2015,07,17,688
0,2015,07,17,689
0,2015,07,17,690
1,2015,07,17,691
1,2015,07,17,692
0,2015,07,17,693
1,2015,07,17,694
0,2015,07,17,695
0,2015,07,17,696
0,2015,07,17,697
0,2015,07,17,698
1,2015,07,17,699
1,2015,07,17,700
0,2015,07,17,701
0,2015,07,17,702
0,2015,07,17,703
0,2015,07,17,704
0,2015,07,17,705
0,2015,07,17,706
0,2015,07,17,707
0,2015,07,17,708
0,2015,07,17,709
0,2015,07,17,710
0,2015,07,17,711
0,2015,07,17,712
1,2015,07,17,713
0,2015,07,17,714
0,2015,07,17,715
0,2015,07,17,716
0,2015,07,17,717
0,2015,07,17,718
0,2015,07,17,719
0,2015,07,17,720
0,2015,07,17,721
0,2015,07,17,722
0,2015,07,17,723
0,2015,07,17,724
0,2015,07,17,725
0,2015,07,17,726
0,2015,07,17,727
1,2015,07,17,728
0,2015,07,17,729
0,2015,07,17,730
1,2015,07,17,731
0,2015,07,17,732
0,2015,07,17,733
0,2015,07,17,734
1,2015,07,17,735
0,2015,07,17,736
0,2015,07,17,737
0,2015,07,17,738
0,2015,07,17,739
0,2015,07,17,740
0,2015,07,17,741
0,2015,07,17,742
0,2015,07,17,743
0,2015,07,17,744
0,2015,07,17,745
0,2015,07,18,746
0,2015,07,18,747
0,2015,07,18,748
1,2015,07,18,749
0,2015,07,18,750
0,2015,07,18,751
0,2015,07,18,752
0,2015,07,18,753
1,2015,07,18,754
1,2015,07,18,755
1,2015,07,18,756
0,2015,07,18,757
0,2015,07,18,758
0,2015,07,18,759
0,2015,07,18,760
0,2015,07,18,761
0,2015,07,18,762
0,2015,07,18,763
0,2015,07,18,764
0,2015,07,18,765
0,2015,07,18,766
0,2015,07,18,767
1,2015,07,18,768
0,2015,07,18,769
0,2015,07,18,770
0,2015,07,18,771
0,2015,07,18,772
1,2015,07,18,773
0,2015,07,18,774
0,2015,07,18,775
1,2015,07,18,776
1,2015,07,18,777
1,2015,07,18,778
1,2015,07,18,779
0,2015,07,18,780
0,2015,07,18,781
0,2015,07,18,782
0,2015,07,18,783
0,2015,07,18,784
0,2015,07,18,785
0,2015,07,18,786
0,2015,07,18,787
0,2015,07,18,788
0,2015,07,18,789
0,2015,07,19,790
0,2015,07,19,791
0,2015,07,19,792
0,2015,07,19,793
0,2015,07,19,794
0,2015,07,19,795
1,2015,07,19,796
0,2015,07,19,797
1,2015,07,19,798
0,2015,07,19,799
1,2015,07,19,800
1,2015,07,19,801
0,2015,07,19,802
1,2015,07,19,803
0,2015,07,19,804
1,2015,07,19,805
0,2015,07,19,806
1,2015,07,19,807
0,2015,07,19,808
0,2015,07,19,809
1,2015,07,19,810
1,2015,07,19,811
0,2015,07,19,812
0,2015,07,19,813
1,2015,07,19,814
0,2015,07,19,815
0,2015,07,19,816
0,2015,07,19,817
1,2015,07,19,818
0,2015,07,19,819
0,2015,07,19,820
0,2015,07,19,821
0,2015,07,19,822
0,2015,07,19,823
0,2015,07,19,824
0,2015,07,19,825
0,2015,07,19,826
0,2015,07,19,827
0,2015,07,19,828
0,2015,07,19,829
0,2015,07,19,830
0,2015,07,19,831
0,2015,07,19,832
0,2015,07,19,833
0,2015,07,19,834
0,2015,07,19,835
0,2015,07,19,836
0,2015,07,20,837
1,2015,07,20,838
0,2015,07,20,839
0,2015,07,20,840
0,2015,07,20,841
0,2015,07,20,842
0,2015,07,20,843
0,2015,07,20,844
1,2015,07,20,845
0,2015,07,20,846
1,2015,07,20,847
1,2015,07,20,848
0,2015,07,20,849
1,2015,07,20,850
1,2015,07,20,851
0,2015,07,20,852
1,2015,07,20,853
0,2015,07,20,854
1,2015,07,20,855
0,2015,07,20,856
0,2015,07,20,857
0,2015,07,20,858
0,2015,07,20,859
1,2015,07,20,860
1,2015,07,20,861
0,2015,07,20,862
1,2015,07,20,863
1,2015,07,20,864
0,2015,07,20,865
0,2015,07,20,866
0,2015,07,20,867
1,2015,07,20,868
1,2015,07,20,869
0,2015,07,20,870
1,2015,07,20,871
0,2015,07,20,872
0,2015,07,20,873
0,2015,07,20,874
0,2015,07,20,875
0,2015,07,20,876
0,2015,07,20,877
0,2015,07,20,878
0,2015,07,20,879
0,2015,07,20,880
0,2015,07,20,881
0,2015,07,20,882
0,2015,07,20,883
0,2015,07,20,884
0,2015,07,20,885
0,2015,07,20,886
0,2015,07,20,887
0,2015,07,20,888
0,2015,07,20,889
0,2015,07,20,890
0,2015,07,20,891
0,2015,07,20,892
0,2015,07,20,893
0,2015,07,20,894
0,2015,07,20,895
0,2015,07,20,896
0,2015,07,20,897
0,2015,07,20,898
0,2015,07,20,899
0,2015,07,20,900
0,2015,07,20,901
0,2015,07,20,902
1,2015,07,21,903
0,2015,07,21,904
1,2015,07,21,905
1,2015,07,21,906
0,2015,07,21,907
0,2015,07,21,908
0,2015,07,21,909
0,2015,07,21,910
0,2015,07,21,911
0,2015,07,21,912
0,2015,07,21,913
0,2015,07,21,914
0,2015,07,21,915
1,2015,07,21,916
1,2015,07,21,917
0,2015,07,21,918
0,2015,07,21,919
0,2015,07,21,920
0,2015,07,21,921
0,2015,07,21,922
0,2015,07,21,923
0,2015,07,21,924
0,2015,07,21,925
0,2015,07,21,926
0,2015,07,21,927
0,2015,07,21,928
0,2015,07,21,929
0,2015,07,21,930
0,2015,07,21,931
0,2015,07,21,932
0,2015,07,21,933
0,2015,07,21,934
0,2015,07,22,935
1,2015,07,22,936
1,2015,07,22,937
0,2015,07,22,938
1,2015,07,22,939
1,2015,07,22,940
1,2015,07,22,941
1,2015,07,22,942
1,2015,07,22,943
0,2015,07,22,944
0,2015,07,22,945
0,2015,07,22,946
0,2015,07,22,947
0,2015,07,22,948
0,2015,07,22,949
0,2015,07,22,950
0,2015,07,22,951
0,2015,07,22,952
0,2015,07,22,953
0,2015,07,22,954
0,2015,07,22,955
0,2015,07,22,956
0,2015,07,22,957
0,2015,07,22,958
0,2015,07,22,959
0,2015,07,22,960
0,2015,07,23,961
0,2015,07,23,962
0,2015,07,23,963
0,2015,07,23,964
1,2015,07,23,965
0,2015,07,23,966
1,2015,07,23,967
1,2015,07,23,968
0,2015,07,23,969
1,2015,07,23,970
1,2015,07,23,971
0,2015,07,23,972
1,2015,07,23,973
1,2015,07,23,974
0,2015,07,23,975
0,2015,07,23,976
0,2015,07,23,977
0,2015,07,23,978
0,2015,07,23,979
0,2015,07,23,980
0,2015,07,23,981
0,2015,07,23,982
0,2015,07,23,983
0,2015,07,23,984
0,2015,07,23,985
0,2015,07,23,986
0,2015,07,23,987
0,2015,07,23,988
0,2015,07,23,989
0,2015,07,23,990
0,2015,07,23,991
0,2015,07,23,992
0,2015,07,23,993
0,2015,07,23,994
0,2015,07,24,995
0,2015,07,24,996
1,2015,07,24,997
0,2015,07,24,998
0,2015,07,24,999
0,2015,07,24,1000
0,2015,07,24,1001
0,2015,07,24,1002
1,2015,07,24,1003
0,2015,07,24,1004
0,2015,07,24,1005
1,2015,07,24,1006
1,2015,07,24,1007
0,2015,07,24,1008
1,2015,07,24,1009
0,2015,07,24,1010
1,2015,07,24,1011
1,2015,07,24,1012
0,2015,07,24,1013
1,2015,07,24,1014
0,2015,07,24,1015
0,2015,07,24,1016
0,2015,07,24,1017
0,2015,07,24,1018
1,2015,07,24,1019
1,2015,07,24,1020
1,2015,07,24,1021
0,2015,07,24,1022
0,2015,07,24,1023
0,2015,07,24,1024
1,2015,07,24,1025
1,2015,07,24,1026
0,2015,07,24,1027
0,2015,07,24,1028
0,2015,07,24,1029
0,2015,07,24,1030
0,2015,07,24,1031
0,2015,07,24,1032
0,2015,07,24,1033
0,2015,07,24,1034
0,2015,07,24,1035
0,2015,07,24,1036
0,2015,07,24,1037
0,2015,07,24,1038
0,2015,07,24,1039
0,2015,07,24,1040
0,2015,07,24,1041
0,2015,07,24,1042
0,2015,07,24,1043
0,2015,07,24,1044
0,2015,07,24,1045
0,2015,07,24,1046
0,2015,07,24,1047
0,2015,07,24,1048
0,2015,07,24,1049
0,2015,07,24,1050
0,2015,07,24,1051
0,2015,07,25,1052
0,2015,07,25,1053
0,2015,07,25,1054
0,2015,07,25,1055
0,2015,07,25,1056
1,2015,07,25,1057
0,2015,07,25,1058
1,2015,07,25,1059
1,2015,07,25,1060
1,2015,07,25,1061
0,2015,07,25,1062
0,2015,07,25,1063
0,2015,07,25,1064
0,2015,07,25,1065
0,2015,07,25,1066
0,2015,07,25,1067
1,2015,07,25,1068
0,2015,07,25,1069
0,2015,07,25,1070
0,2015,07,25,1071
1,2015,07,25,1072
0,2015,07,25,1073
0,2015,07,25,1074
1,2015,07,25,1075
1,2015,07,25,1076
1,2015,07,25,1077
0,2015,07,25,1078
0,2015,07,25,1079
0,2015,07,25,1080
1,2015,07,25,1081
0,2015,07,25,1082
0,2015,07,25,1083
1,2015,07,25,1084
1,2015,07,25,1085
1,2015,07,25,1086
0,2015,07,25,1087
0,2015,07,25,1088
1,2015,07,25,1089
0,2015,07,25,1090
1,2015,07,25,1091
0,2015,07,25,1092
1,2015,07,25,1093
0,2015,07,25,1094
0,2015,07,25,1095
0,2015,07,25,1096
0,2015,07,25,1097
0,2015,07,25,1098
0,2015,07,25,1099
0,2015,07,25,1100
0,2015,07,25,1101
0,2015,07,25,1102
0,2015,07,25,1103
0,2015,07,25,1104
0,2015,07,25,1105
0,2015,07,25,1106
1,2015,07,26,1107
1,2015,07,26,1108
0,2015,07,26,1109
0,2015,07,26,1110
1,2015,07,26,1111
1,2015,07,26,1112
0,2015,07,26,1113
1,2015,07,26,1114
1,2015,07,26,1115
0,2015,07,26,1116
0,2015,07,26,1117
0,2015,07,26,1118
1,2015,07,26,1119
1,2015,07,26,1120
0,2015,07,26,1121
0,2015,07,26,1122
1,2015,07,26,1123
1,2015,07,26,1124
1,2015,07,26,1125
0,2015,07,26,1126
0,2015,07,26,1127
0,2015,07,26,1128
0,2015,07,26,1129
0,2015,07,26,1130
0,2015,07,26,1131
0,2015,07,26,1132
0,2015,07,26,1133
0,2015,07,26,1134
0,2015,07,26,1135
0,2015,07,26,1136
0,2015,07,26,1137
0,2015,07,26,1138
0,2015,07,26,1139
0,2015,07,26,1140
0,2015,07,26,1141
0,2015,07,26,1142
0,2015,07,26,1143
0,2015,07,26,1144
0,2015,07,26,1145
0,2015,07,26,1146
0,2015,07,26,1147
0,2015,07,27,1148
1,2015,07,27,1149
0,2015,07,27,1150
1,2015,07,27,1151
1,2015,07,27,1152
1,2015,07,27,1153
0,2015,07,27,1154
0,2015,07,27,1155
0,2015,07,27,1156
0,2015,07,27,1157
1,2015,07,27,1158
0,2015,07,27,1159
0,2015,07,27,1160
0,2015,07,27,1161
0,2015,07,27,1162
0,2015,07,27,1163
0,2015,07,27,1164
0,2015,07,27,1165
1,2015,07,27,1166
0,2015,07,27,1167
1,2015,07,27,1168
0,2015,07,27,1169
1,2015,07,27,1170
0,2015,07,27,1171
0,2015,07,27,1172
0,2015,07,27,1173
1,2015,07,27,1174
0,2015,07,27,1175
1,2015,07,27,1176
1,2015,07,27,1177
0,2015,07,27,1178
0,2015,07,27,1179
1,2015,07,27,1180
1,2015,07,27,1181
1,2015,07,27,1182
1,2015,07,27,1183
0,2015,07,27,1184
0,2015,07,27,1185
0,2015,07,27,1186
0,2015,07,27,1187
0,2015,07,27,1188
0,2015,07,27,1189
0,2015,07,27,1190
0,2015,07,27,1191
0,2015,07,27,1192
0,2015,07,27,1193
0,2015,07,27,1194
0,2015,07,27,1195
0,2015,07,27,1196
0,2015,07,27,1197
0,2015,07,27,1198
0,2015,07,27,1199
0,2015,07,27,1200
0,2015,07,27,1201
0,2015,07,27,1202
0,2015,07,27,1203
0,2015,07,27,1204
0,2015,07,27,1205
0,2015,07,27,1206
0,2015,07,27,1207
0,2015,07,27,1208
0,2015,07,27,1209
0,2015,07,28,1210
0,2015,07,28,1211
0,2015,07,28,1212
1,2015,07,28,1213
1,2015,07,28,1214
0,2015,07,28,1215
0,2015,07,28,1216
0,2015,07,28,1217
0,2015,07,28,1218
1,2015,07,28,1219
0,2015,07,28,1220
0,2015,07,28,1221
1,2015,07,28,1222
0,2015,07,28,1223
0,2015,07,28,1224
0,2015,07,28,1225
0,2015,07,28,1226
0,2015,07,28,1227
0,2015,07,28,1228
0,2015,07,28,1229
0,2015,07,28,1230
0,2015,07,28,1231
0,2015,07,28,1232
0,2015,07,28,1233
0,2015,07,29,1234
1,2015,07,29,1235
0,2015,07,29,1236
1,2015,07,29,1237
0,2015,07,29,1238
1,2015,07,29,1239
1,2015,07,29,1240
0,2015,07,29,1241
0,2015,07,29,1242
